x,y
-0.01326909898560824,0.017347810230024407
-0.026578398254014424,0.034624840604099205
-0.03992783970924185,0.05183138328009562
-0.05331736525501196,0.06896773041541593
-0.06674691679527278,0.08603417416781056
-0.08021643623396446,0.1030310066950193
-0.09372586547485062,0.11995852015444086
-0.10727514642191183,0.13681700670393226
-0.1208642209788926,0.15360675850094552
-0.13449303104980692,0.1703280677032879
-0.14816151853839832,0.1869812264683972
-0.16186962534866178,0.20356652695412336
-0.1756172933843546,0.2200842613178935
-0.1894044645494697,0.23653472171751844
-0.20323108074775953,0.25291820031047507
-0.21709708388316262,0.26923498925445344
-0.2310024158596412,0.2854853807072075
-0.24494701858087553,0.3016696668261858
-0.25893083395094363,0.31778813976919196
-0.2729538038735263,0.33384109169369225
-0.2870158702526804,0.3498288147574975
-0.30111697499211487,0.36575160111805616
-0.3152570599958652,0.38160974293317906
-0.3294360671676472,0.3974035323603218
-0.3436539384114834,0.41313326155732
-0.3579106156311026,0.4287992226815902
-0.37220604073053426,0.4444017078909681
-0.3865401556134872,0.4599410093429057
-0.4009129021839224,0.47541741919513214
-0.4153242223457868,0.4908312296053623
-0.4297740580028042,0.5061827327310731
-0.4442623510590084,0.5214722207300255
-0.4587890434181102,0.5366999857597285
-0.4733540769841375,0.5518663199779716
-0.48795739366082,0.5669715155422033
-0.5025989353521872,0.582015864610252
-0.5172786439619543,0.5969996593395592
-0.5319964613941438,0.6119231918879571
-0.546752329552464,0.6267867544128904
-0.5615461903409111,0.6415906390720671
-0.5763779856633967,0.6563351380232234
-0.5912476574236515,0.6710205434238219
-0.6061551475257176,0.6856471474316628
-0.6211003978732837,0.7002152422042194
-0.63608335037042,0.7147251198992848
-0.651103946920821,0.729177072674311
-0.6661621294285229,0.7435713926871195
-0.6812578397972286,0.7579083720952013
-0.6963910199309928,0.7721883030562999
-0.7115616117335187,0.7864114777279099
-0.7267695571088563,0.8005781882678491
-0.7420147979606788,0.8146887268335696
-0.757297276192996,0.8287433855827615
-0.7726169337097281,0.8427424566731965
-0.7879737124145972,0.8566862322623052
-0.8033675542116454,0.8705750045078808
-0.8187984010045559,0.8844090655674499
-0.8342661946974035,0.8981887075987274
-0.8497708771938783,0.9119142227592434
-0.8653123903980432,0.9255859032067733
-0.8808906762135652,0.9392040410987903
-0.8965056765445288,0.9527689285930911
-0.9121573332946082,0.9662808578471456
-0.9278455883677788,0.9797401210186756
-0.9435703836679867,0.993147010265389
-0.9593316610989561,1.0065018177447698
-0.9751293625647213,1.0198048356145932
-0.9909634299689716,1.0330563560323611
-1.0068338052157835,1.0462566711558345
-1.0227404302088319,1.0594060731425152
-1.0386832468522003,1.0725048541501572
-1.054662197049536,1.0855533063362834
-1.0706772227049441,1.0985517218586622
-1.0867282657220636,1.111500392874774
-1.1028152680050003,1.1243996115424153
-1.1189381714574145,1.137249670019063
-1.1350969179832942,1.1500508604624002
-1.151291449486601,1.1628034750301701
-1.1675217078710023,1.1755078058798567
-1.183787635040589,1.188164145169221
-1.200089172899036,1.200772785055765
-1.2164262633504053,1.2133340176972531
-1.23279884829838,1.2258481352512014
-1.2492068696470149,1.2383154298753567
-1.2656502693000067,1.250736193727242
-1.2821289891614316,1.2631107189646045
-1.2986429711349645,1.275439297744942
-1.3151921571245662,1.287722222225966
-1.3317764890342116,1.2999597845653987
-1.3483959087675819,1.3121522769207061
-1.365050358228747,1.3242999914496707
-1.3817397793213961,1.336403220309787
-1.3984641139495775,1.3484622556588306
-1.415223304016988,1.3604773896542994
-1.4320172914276963,1.3724489144539547
-1.4488460180853773,1.384377122215291
-1.465709425894102,1.3962623050961014
-1.482607456757537,1.4081047552538628
-1.4995400525797735,1.4199047648463505
-1.5165071552644795,1.4316626260310592
-1.5335087067156299,1.4433786309657002
-1.5505446488371915,1.4550530718079742
-1.567614923532847,1.4666862407153864
-1.584719472706672,1.4782784298456733
-1.6018582382623288,1.4898299313563719
-1.6190311621039069,1.5013410374052256
-1.6362381861350892,1.5128120401497434
-1.6534792522599169,1.5242432317477004
-1.6707543023820788,1.5356349043565842
-1.688063278405666,1.5469873501341667
-1.7054061222343393,1.5583008612379494
-1.7227827757720733,1.5695757298256403
-1.7401931809228426,1.580812248054933
-1.7576372795903286,1.5920107080833148
-1.7751150136785945,1.6031714020685683
-1.7926263250913368,1.6142946221682024
-1.8101711557325957,1.6253806605399674
-1.8277494475060543,1.6364298093413723
-1.845361142315824,1.647442360730171
