t,i,j
170.86,614,1094
170.90166666666667,613,1093
170.94333333333333,611,1092
170.985,611,1092
171.02666666666667,609,1092
171.06833333333333,608,1091
171.11,607,1091
171.15166666666667,606,1090
171.19333333333333,606,1090
171.235,605,1090
171.27666666666667,604,1090
171.31833333333333,600,1090
171.36,596,1088
171.40166666666667,594,1088
171.44333333333333,593,1089
171.485,593,1090
171.52666666666667,594,1089
171.56833333333333,594,1088
171.61,594,1088
171.65166666666667,594,1089
171.69333333333333,594,1089
171.735,594,1089
171.77666666666667,593,1088
171.81833333333333,592,1088
171.86,590,1088
171.90166666666667,590,1088
171.94333333333333,589,1088
171.985,589,1087
172.02666666666667,588,1087
172.06833333333333,587,1087
172.11,587,1087
172.15166666666667,586,1087
172.19333333333333,585,1087
172.235,585,1087
172.27666666666667,585,1087
172.31833333333333,584,1087
172.36,582,1085
172.40166666666667,580,1083
172.44333333333333,576,1081
172.485,573,1079
172.52666666666667,570,1078
172.56833333333333,569,1078
172.61,568,1078
172.65166666666667,566,1078
172.69333333333333,566,1078
172.735,564,1079
172.77666666666667,564,1079
172.81833333333333,564,1078
172.86,562,1077
172.90166666666667,562,1077
172.94333333333333,561,1077
172.985,560,1078
173.02666666666667,560,1078
173.06833333333333,559,1078
173.11,559,1077
173.15166666666667,558,1077
173.19333333333333,558,1077
173.235,558,1076
173.27666666666667,557,1075
173.31833333333333,556,1074
173.36,555,1073
173.40166666666667,555,1073
173.44333333333333,554,1073
173.485,553,1073
173.52666666666667,551,1072
173.56833333333333,551,1072
173.61,551,1072
173.65166666666667,550,1072
173.69333333333333,549,1071
173.735,548,1070
173.77666666666667,547,1069
173.81833333333333,546,1067
173.86,544,1065
173.90166666666667,542,1064
173.94333333333333,542,1063
173.985,541,1063
174.02666666666667,541,1063
174.06833333333333,540,1063
174.11,539,1062
174.15166666666667,537,1061
174.19333333333333,535,1060
174.235,534,1059
174.27666666666667,533,1058
174.31833333333333,531,1057
174.36,528,1055
174.40166666666667,527,1055
174.44333333333333,527,1055
174.485,527,1054
174.52666666666667,527,1054
174.56833333333333,527,1054
174.61,527,1054
174.65166666666667,527,1054
174.69333333333333,528,1055
174.735,528,1055
174.77666666666667,527,1054
174.81833333333333,527,1054
174.86,527,1054
174.90166666666667,527,1052
174.94333333333333,527,1057
174.985,521,1056
175.02666666666667,514,1052
175.06833333333333,518,1058
175.11,518,1058
175.15166666666667,528,1068
175.19333333333333,518,1059
175.235,508,1055
175.27666666666667,498,1052
175.31833333333333,491,1052
175.36,496,1053
175.40166666666667,495,1053
175.44333333333333,494,1053
175.485,497,1054
175.52666666666667,499,1054
175.56833333333333,496,1053
175.61,499,1054
175.65166666666667,504,1055
175.69333333333333,505,1055
175.735,505,1053
175.77666666666667,504,1052
175.81833333333333,503,1052
175.86,503,1052
175.90166666666667,503,1053
175.94333333333333,503,1053
175.985,503,1053
176.02666666666667,503,1053
176.06833333333333,503,1052
176.11,503,1052
176.15166666666667,503,1052
176.19333333333333,502,1052
176.235,500,1052
176.27666666666667,497,1053
176.31833333333333,495,1052
176.36,494,1052
176.40166666666667,494,1052
176.44333333333333,494,1051
176.485,494,1051
176.52666666666667,494,1051
176.56833333333333,494,1051
176.61,493,1051
176.65166666666667,493,1051
176.69333333333333,493,1051
176.735,493,1051
176.77666666666667,493,1051
176.81833333333333,493,1051
176.86,492,1051
176.90166666666667,492,1051
176.94333333333333,492,1051
176.985,492,1051
177.02666666666667,492,1051
177.06833333333333,492,1051
177.11,491,1051
177.15166666666667,491,1050
177.19333333333333,491,1050
177.235,491,1050
177.27666666666667,491,1050
177.31833333333333,491,1050
177.36,491,1050
177.40166666666667,491,1050
177.44333333333333,491,1050
177.485,490,1050
177.52666666666667,490,1050
177.56833333333333,490,1050
177.61,490,1050
177.65166666666667,490,1050
177.69333333333333,490,1050
177.735,490,1050
177.77666666666667,490,1050
177.81833333333333,490,1050
177.86,490,1050
177.90166666666667,490,1050
177.94333333333333,490,1050
177.985,490,1050
178.02666666666667,490,1050
178.06833333333333,490,1050
178.11,490,1050
178.15166666666667,490,1050
178.19333333333333,490,1050
178.235,490,1050
178.27666666666667,490,1050
178.31833333333333,490,1050
178.36,490,1050
178.40166666666667,490,1050
178.44333333333333,490,1050
178.485,490,1050
178.52666666666667,490,1050
178.56833333333333,490,1050
178.61,490,1050
178.65166666666667,490,1050
178.69333333333333,490,1050
178.735,490,1050
178.77666666666667,490,1050
178.81833333333333,490,1050
178.86,491,1050
178.90166666666667,491,1050
178.94333333333333,491,1050
178.985,490,1050
179.02666666666667,489,1050
179.06833333333333,490,1050
179.11,492,1050
179.15166666666667,493,1050
179.19333333333333,492,1050
179.235,493,1051
179.27666666666667,494,1051
179.31833333333333,494,1051
179.36,493,1051
179.40166666666667,492,1051
179.44333333333333,490,1050
179.485,489,1050
179.52666666666667,491,1051
179.56833333333333,491,1051
179.61,491,1051
179.65166666666667,491,1051
179.69333333333333,491,1051
179.735,491,1051
179.77666666666667,491,1051
179.81833333333333,491,1051
179.86,491,1051
179.90166666666667,491,1051
179.94333333333333,491,1051
179.985,491,1051
180.02666666666667,491,1051
180.06833333333333,491,1051
180.11,491,1051
180.15166666666667,491,1051
180.19333333333333,491,1051
180.235,491,1051
180.27666666666667,491,1051
