run_id,index,beetle_id,runs_dance,spontaneous_start,spontaneous_end,distance_cm,place,light,dance_by,at_run,condition,calibration_id,comment,row_number,target_width,runs_path,window_size,fps,runs_fullfile,runs_recording_datetime,start_datetime,poi,runs_file,start,stop,start_location,tij_file
11,15,ID55,,00:02:38.465,00:02:41.591,460,outdoors,shift,no,1,450cm_spontaneous_run01_pre,20230113_mirror_dance01_spontaneous_ID55.MTS,,15,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230113_mirror_dance01_spontaneous_ID55.MTS,2023-01-13T15:32:14.0,2023-01-13T15:34:49.0,158.169,20230113_mirror_dance01_spontaneous_ID55.MTS,154.844,177.16,,11.csv
12,16,ID57,00:03:47.820,,,460,outdoors,shift,hold,1,450cm_dance_run01_pre,20230113_mirror_dance01_dance_ID57.MTS,,16,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230113_mirror_dance01_dance_ID57.MTS,2023-01-13T15:48:56.0,2023-01-13T15:52:40.0,227.82,"[""20230113_mirror_dance01_dance_ID57.MTS"", ""20230113_mirror_dance01_dance_ID57.MTS""]","[224.131, 248.695]","[227.82, 262.0]","Union{Missing, Tuple{Int64, Int64}}[missing, missing]",12.csv
13,18,ID05,,"00:06:56.434,00:07:06.331","00:07:00.572,00:07:08",460,outdoors,shift,no,2,450cm_spontaneous_run02_pre,20230111_mirror_dance02_spontaneous_ID05.MTS,,18,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230111_mirror_dance02_spontaneous_ID05.MTS,2023-01-11T09:17:14.0,2023-01-11T09:24:06.0,415.624,20230111_mirror_dance02_spontaneous_ID05.MTS,412.204,436.0,,13.csv
14,19,ID13,,,,460,outdoors,shift,no,2,450cm_midroll_run02,20230111_mirror_dance02_midroll_ID13.MTS,,19,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230111_mirror_dance02_midroll_ID13.MTS,2023-01-11T15:48:44.0,2023-01-11T15:51:36.0,174.734,20230111_mirror_dance02_midroll_ID13.MTS,171.583,194.89,,14.csv
15,20,ID14,,00:04:59,00:05:00,460,outdoors,shift,no,2,450cm_spontaneous_run02_pre,20230111_mirror_dance02_spontaneous_ID14.MTS,,20,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230111_mirror_dance02_spontaneous_ID14.MTS,2023-01-11T15:58:47.0,2023-01-11T16:03:43.0,298.275,20230111_mirror_dance02_spontaneous_ID14.MTS,295.756,319.0,,15.csv
16,21,ID25,00:04:33.7,,,460,outdoors,shift,hold,2,450cm_dance_run02_pre,20230112_mirror_dance02_dance_ID25.MTS,,21,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230112_mirror_dance02_dance_ID25.MTS,2023-01-12T10:06:03.0,2023-01-12T10:10:32.0,273.7,"[""20230112_mirror_dance02_dance_ID25.MTS"", ""20230112_mirror_dance02_dance_ID25.MTS""]","[269.298, 277.845]","[273.7, 293.958]","Union{Missing, Tuple{Int64, Int64}}[missing, missing]",16.csv
17,23,ID27,,,,460,outdoors,shift,no,2,450cm_midroll_run02,20230112_mirror_dance02_midroll_ID27.MTS,,23,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230112_mirror_dance02_midroll_ID27.MTS,2023-01-12T14:38:01.0,2023-01-12T14:41:16.0,198.485,20230112_mirror_dance02_midroll_ID27.MTS,194.706,227.013,,17.csv
18,24,ID35,00:02:25.12,,,460,outdoors,shift,hold,2,450cm_dance_run02_pre,20230112_mirror_dance02_dance_ID35.MTS,,24,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230112_mirror_dance02_dance_ID35.MTS,2023-01-12T15:49:38.0,2023-01-12T15:51:58.0,145.12,"[""20230112_mirror_dance02_dance_ID35.MTS"", ""20230112_mirror_dance02_dance_ID35.MTS""]","[140.357, 148.816]","[145.12, 162.673]","Union{Missing, Tuple{Int64, Int64}}[missing, missing]",18.csv
19,26,ID40,,,,460,outdoors,shift,no,2,450cm_midroll_run02,20230113_mirror_dance02_midroll_ID40.MTS,,26,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230113_mirror_dance02_midroll_ID40.MTS,2023-01-13T08:36:28.0,2023-01-13T08:40:27.0,244.114,20230113_mirror_dance02_midroll_ID40.MTS,238.806,269.398,,19.csv
20,27,ID41,00:03:57.177,,,460,outdoors,shift,hold,2,450cm_dance_run02_pre,20230113_mirror_dance02_dance_ID41.MTS,,27,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230113_mirror_dance02_dance_ID41.MTS,2023-01-13T08:45:52.0,2023-01-13T08:49:45.0,237.177,"[""20230113_mirror_dance02_dance_ID41.MTS"", ""20230113_mirror_dance02_dance_ID41.MTS""]","[232.679, 240.0]","[237.177, 254.0]","Union{Missing, Tuple{Int64, Int64}}[missing, missing]",20.csv
21,29,ID47,00:02:29,,,460,outdoors,shift,hold,2,450cm_dance_run02_pre,20230113_mirror_dance02_dance_ID47.MTS,,29,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230113_mirror_dance02_dance_ID47.MTS,2023-01-13T10:08:39.0,2023-01-13T10:11:03.0,149.0,"[""20230113_mirror_dance02_dance_ID47.MTS"", ""20230113_mirror_dance02_dance_ID47.MTS""]","[144.0, 156.376]","[149.0, 177.972]","Union{Missing, Tuple{Int64, Int64}}[missing, missing]",21.csv
22,31,ID54,,,,460,outdoors,shift,no,2,450cm_midroll_run02,20230113_mirror_dance02_midroll_ID54.MTS,,31,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230113_mirror_dance02_midroll_ID54.MTS,2023-01-13T15:23:24.0,2023-01-13T15:26:28.0,190.392,20230113_mirror_dance02_midroll_ID54.MTS,184.453,207.3,,22.csv
23,32,ID59,,"00:02:09.104,00:02:13.515","00:02:10.7,00:02:15.6",460,outdoors,shift,no,2,450cm_spontaneous_run02_pre,20230113_mirror_dance02_spontaneous_ID59.MTS,,32,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230113_mirror_dance02_spontaneous_ID59.MTS,2023-01-13T16:07:26.0,2023-01-13T16:09:30.0,127.396,20230113_mirror_dance02_spontaneous_ID59.MTS,124.0,145.8,,23.csv
24,33,ID60,00:01:58,,,460,outdoors,shift,hold,2,450cm_dance_run02_pre,20230113_mirror_dance02_dance_ID60.MTS,,33,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230113_mirror_dance02_dance_ID60.MTS,2023-01-13T16:13:05.0,2023-01-13T16:14:58.0,118.0,"[""20230113_mirror_dance02_dance_ID60.MTS"", ""20230113_mirror_dance02_dance_ID60.MTS""]","[113.0, 123.5]","[118.0, 136.9]","Union{Missing, Tuple{Int64, Int64}}[missing, missing]",24.csv
25,35,ID02,,,,460,outdoors,shift,no,10,450cm_midroll_run10,20230111_mirror_dance10_midroll_ID02.MTS,,35,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230111_mirror_dance10_midroll_ID02.MTS,2023-01-11T08:40:20.0,2023-01-11T08:46:42.0,386.0,20230111_mirror_dance10_midroll_ID02.MTS,382.4,415.9,,25.csv
26,36,ID04,00:01:31.226,,,460,outdoors,shift,hold,10,450cm_dance_run10_pre,20230111_mirror_dance10_ID04_dance_part2.MTS,,36,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230111_mirror_dance10_ID04_dance_part2.MTS,2023-01-11T09:13:01.0,2023-01-11T09:14:28.0,91.226,"[""20230111_mirror_dance10_ID04_dance_part2.MTS"", ""20230111_mirror_dance10_ID04_dance_part2.MTS""]","[86.8, 97.0]","[91.226, 110.0]","Union{Missing, Tuple{Int64, Int64}}[missing, missing]",26.csv
27,38,ID08,,00:05:18.619,00:05:20.3,460,outdoors,shift,no,10,450cm_spontaneous_run10_pre,20230111_mirror_dance10_spontaneous_ID08.MTS,,38,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230111_mirror_dance10_spontaneous_ID08.MTS,2023-01-11T14:39:31.0,2023-01-11T14:44:41.0,317.089,20230111_mirror_dance10_spontaneous_ID08.MTS,310.25,336.0,,27.csv
28,39,ID10,00:03:17,,,460,outdoors,shift,hold,10,450cm_dance_run10_pre,20230111_mirror_dance10_dance_ID10.MTS,,39,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230111_mirror_dance10_dance_ID10.MTS,2023-01-11T15:05:11.0,2023-01-11T15:08:22.0,197.0,"[""20230111_mirror_dance10_dance_ID10.MTS"", ""20230111_mirror_dance10_dance_ID10.MTS""]","[191.0, 207.0]","[197.0, 223.0]","Union{Missing, Tuple{Int64, Int64}}[missing, missing]",28.csv
29,41,ID16,,,,460,outdoors,shift,no,10,450cm_midroll_run10,20230112_mirror_dance10_midroll_ID16.MTS,,41,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230112_mirror_dance10_midroll_ID16.MTS,2023-01-12T08:18:56.0,2023-01-12T08:24:05.0,312.0,20230112_mirror_dance10_midroll_ID16.MTS,309.0,332.0,,29.csv
30,42,ID18,00:02:54.201,,,460,outdoors,shift,hold,10,450cm_dance_run10_pre,20230112_mirror_dance10_dance_ID18_measure.MTS,,42,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230112_mirror_dance10_dance_ID18.MTS,2023-01-12T08:41:00.0,2023-01-12T08:43:50.0,174.201,"[""20230112_mirror_dance10_dance_ID18.MTS"", ""20230112_mirror_dance10_dance_ID18.MTS""]","[170.0, 180.0]","[174.201, 194.348]","Union{Missing, Tuple{Int64, Int64}}[missing, missing]",30.csv
31,44,ID20,,,,460,outdoors,shift,no,10,450cm_midroll_run10,20230112_mirror_dance10_midroll_ID20.MTS,,44,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230112_mirror_dance10_midroll_ID20.MTS,2023-01-12T09:03:42.0,2023-01-12T09:12:42.0,545.468,20230112_mirror_dance10_midroll_ID20.MTS,540.069,571.742,,31.csv
32,45,ID22,00:04:21.2,,,460,outdoors,shift,hold,10,450cm_dance_run10_pre,20230112_mirror_dance10_dance_ID22.MTS,,45,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230112_mirror_dance10_dance_ID22.MTS,2023-01-12T09:30:29.0,2023-01-12T09:34:44.0,261.2,"[""20230112_mirror_dance10_dance_ID22.MTS"", ""20230112_mirror_dance10_dance_ID22.MTS""]","[255.0, 267.0]","[261.2, 278.033]","Union{Missing, Tuple{Int64, Int64}}[missing, missing]",32.csv
34,48,ID33,00:05:35.254,,,460,outdoors,shift,hold,10,450cm_dance_run10_pre,20230112_mirror_dance10_dance_ID33.MTS,,48,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230112_mirror_dance10_dance_ID33.MTS,2023-01-12T15:29:15.0,2023-01-12T15:34:46.0,335.254,"[""20230112_mirror_dance10_dance_ID33.MTS"", ""20230112_mirror_dance10_dance_ID33.MTS""]","[330.758, 341.555]","[335.254, 361.443]","Union{Missing, Tuple{Int64, Int64}}[missing, missing]",34.csv
35,50,ID37,,,,460,outdoors,shift,no,10,450cm_midroll_run10,20230112_mirror_dance10_midroll_ID37.MTS,,50,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230112_mirror_dance10_midroll_ID37.MTS,2023-01-12T16:08:14.0,2023-01-12T16:12:14.0,243.396,20230112_mirror_dance10_midroll_ID37.MTS,240.0,254.465,,35.csv
36,51,ID39,00:07:50.539,,,460,outdoors,shift,hold,10,450cm_dance_run10_pre,20230113_mirror_dance10_dance_ID39.MTS,,51,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230113_mirror_dance10_dance_ID39.MTS,2023-01-13T08:22:45.0,2023-01-13T08:30:30.0,470.539,"[""20230113_mirror_dance10_dance_ID39.MTS"", ""20230113_mirror_dance10_dance_ID39.MTS""]","[465.499, 476.206]","[470.539, 485.655]","Union{Missing, Tuple{Int64, Int64}}[missing, missing]",36.csv
37,53,ID43,,00:08:30.730,00:08:32.5,460,outdoors,shift,no,10,450cm_spontaneous_run10_pre,20230113_mirror_dance10_spontaneous_ID43.MTS,,53,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230113_mirror_dance10_spontaneous_ID43.MTS,2023-01-13T09:05:55.0,2023-01-13T09:14:17.0,508.93,20230113_mirror_dance10_spontaneous_ID43.MTS,501.549,533.402,,37.csv
38,54,ID45,00:04:50.447,,,460,outdoors,shift,hold,10,450cm_dance_run10_pre,20230113_mirror_dance10_dance_ID45.MTS,,54,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230113_mirror_dance10_dance_ID45.MTS,2023-01-13T09:39:08.0,2023-01-13T09:43:54.0,290.447,"[""20230113_mirror_dance10_dance_ID45.MTS"", ""20230113_mirror_dance10_dance_ID45.MTS""]","[286.0, 301.0]","[290.447, 312.761]","Union{Missing, Tuple{Int64, Int64}}[missing, missing]",38.csv
39,56,ID50,,"00:04:55.759,00:05:14.295","00:05:03.4,00:05:18",460,outdoors,shift,no,10,450cm_spontaneous_run10_pre,20230113_mirror_dance10_spontaneous_ID50.MTS,,56,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230113_mirror_dance10_spontaneous_ID50.MTS,2023-01-13T14:42:48.0,2023-01-13T14:47:39.0,293.96,20230113_mirror_dance10_spontaneous_ID50.MTS,290.81,327.8,,39.csv
40,57,ID52,00:02:58.866,,,460,outdoors,shift,hold,10,450cm_dance_run10_pre,20230113_mirror_dance10_dance_ID52.MTS,,57,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230113_mirror_dance10_dance_ID52.MTS,2023-01-13T15:01:59.0,2023-01-13T15:04:54.0,178.866,"[""20230113_mirror_dance10_dance_ID52.MTS"", ""20230113_mirror_dance10_dance_ID52.MTS""]","[174.638, 182.376]","[178.866, 205.771]","Union{Missing, Tuple{Int64, Int64}}[missing, missing]",40.csv
41,59,ID56,,,,460,outdoors,shift,no,10,450cm_midroll_run10,20230113_mirror_dance10_midroll_ID56.MTS,,59,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230113_mirror_dance10_midroll_ID56.MTS,2023-01-13T15:39:41.0,2023-01-13T15:43:45.0,248.161,20230113_mirror_dance10_midroll_ID56.MTS,243.752,269.357,,41.csv
42,60,ID58,00:03:56.818,,,460,outdoors,shift,hold,10,450cm_dance_run10_pre,20230113_mirror_dance10_dance_ID58.MTS,,60,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230113_mirror_dance10_dance_ID58.MTS,2023-01-13T15:58:53.0,2023-01-13T16:02:46.0,236.818,"[""20230113_mirror_dance10_dance_ID58.MTS"", ""20230113_mirror_dance10_dance_ID58.MTS""]","[232.769, 247.709]","[236.818, 265.164]","Union{Missing, Tuple{Int64, Int64}}[missing, missing]",42.csv
43,62,ID61,,,,460,outdoors,shift,no,2,450cm_midroll_run02,20230114_mirror_dance02_midroll_ID61.MTS,,62,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230114_mirror_dance02_midroll_ID61.MTS,2023-01-14T08:26:07.0,2023-01-14T08:28:44.0,160.911,20230114_mirror_dance02_midroll_ID61.MTS,157.0,184.131,,43.csv
44,63,ID62,00:02:35.655,,,460,outdoors,shift,hold,2,450cm_dance_run02_pre,20230114_mirror_dance02_dance_ID62.MTS,,63,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230114_mirror_dance02_dance_ID62.MTS,2023-01-14T08:33:32.0,2023-01-14T08:36:03.0,155.655,"[""20230114_mirror_dance02_dance_ID62.MTS"", ""20230114_mirror_dance02_dance_ID62.MTS""]","[151.0, 161.0]","[155.655, 176.642]","Union{Missing, Tuple{Int64, Int64}}[missing, missing]",44.csv
45,65,ID63,,,,460,outdoors,shift,no,2,450cm_midroll_run02,20230114_mirror_dance02_midroll_ID63.MTS,,65,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230114_mirror_dance02_midroll_ID63.MTS,2023-01-14T08:40:05.0,2023-01-14T08:42:12.0,131.715,20230114_mirror_dance02_midroll_ID63.MTS,127.0,148.0,,45.csv
46,66,ID64,00:06:37.382,,,460,outdoors,shift,hold,2,450cm_dance_run02_pre,20230114_mirror_dance02_dance_ID64.MTS,,66,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230114_mirror_dance02_dance_ID64.MTS,2023-01-14T08:47:56.0,2023-01-14T08:54:28.0,397.382,"[""20230114_mirror_dance02_dance_ID64.MTS"", ""20230114_mirror_dance02_dance_ID64.MTS""]","[392.222, 402.0]","[397.382, 418.0]","Union{Missing, Tuple{Int64, Int64}}[missing, missing]",46.csv
48,69,ID66,00:01:52.192,,,460,outdoors,shift,hold,2,450cm_dance_run02_pre,20230114_mirror_dance02_dance_ID66.MTS,,69,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230114_mirror_dance02_dance_ID66.MTS,2023-01-14T09:07:48.0,2023-01-14T09:09:36.0,112.192,"[""20230114_mirror_dance02_dance_ID66.MTS"", ""20230114_mirror_dance02_dance_ID66.MTS""]","[108.0, 115.52]","[112.192, 131.857]","Union{Missing, Tuple{Int64, Int64}}[missing, missing]",48.csv
49,71,ID67,,,,460,outdoors,shift,no,2,450cm_midroll_run02,20230114_mirror_dance02_midroll_ID67.MTS,,71,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230114_mirror_dance02_midroll_ID67.MTS,2023-01-14T09:14:16.0,2023-01-14T09:16:14.0,121.283,20230114_mirror_dance02_midroll_ID67.MTS,117.863,133.519,,49.csv
50,72,ID68,00:02:25.391,,,460,outdoors,shift,hold,2,450cm_dance_run02_pre,20230114_mirror_dance02_dance_ID68.MTS,,72,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230114_mirror_dance02_dance_ID68.MTS,2023-01-14T09:21:33.0,2023-01-14T09:23:54.0,145.391,"[""20230114_mirror_dance02_dance_ID68.MTS"", ""20230114_mirror_dance02_dance_ID68.MTS""]","[141.0, 153.939]","[145.391, 166.18]","Union{Missing, Tuple{Int64, Int64}}[missing, missing]",50.csv
51,74,ID69,,,,460,outdoors,shift,no,2,450cm_midroll_run02,20230114_mirror_dance02_midroll_ID69.MTS,,74,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230114_mirror_dance02_midroll_ID69.MTS,2023-01-14T09:28:49.0,2023-01-14T09:31:23.0,159.698,20230114_mirror_dance02_midroll_ID69.MTS,154.482,165.369,,51.csv
52,75,ID70,00:02:37.453,,,460,outdoors,shift,hold,2,450cm_dance_run02_pre,20230114_mirror_dance02_dance_ID70.MTS,,75,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230114_mirror_dance02_dance_ID70.MTS,2023-01-14T09:36:31.0,2023-01-14T09:39:04.0,157.453,"[""20230114_mirror_dance02_dance_ID70.MTS"", ""20230114_mirror_dance02_dance_ID70.MTS""]","[153.124, 161.773]","[157.453, 174.0]","Union{Missing, Tuple{Int64, Int64}}[missing, missing]",52.csv
53,77,ID71,,,,460,outdoors,shift,no,2,450cm_midroll_run02,20230114_mirror_dance02_midroll_ID71.MTS,,77,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230114_mirror_dance02_midroll_ID71.MTS,2023-01-14T09:42:32.0,2023-01-14T09:51:04.0,516.0,20230114_mirror_dance02_midroll_ID71.MTS,511.986,527.463,,53.csv
55,80,ID73,,,,460,outdoors,shift,no,2,450cm_midroll_run02,20230114_mirror_dance02_midroll_ID73.MTS,,80,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230114_mirror_dance02_midroll_ID73.MTS,2023-01-14T10:02:22.0,2023-01-14T10:05:09.0,171.31,20230114_mirror_dance02_midroll_ID73.MTS,166.811,179.8,,55.csv
57,83,ID76,00:03:22.989,,,460,outdoors,shift,hold,2,450cm_dance_run02_pre,20230114_mirror_dance02_dance_ID76.MTS,,83,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230114_mirror_dance02_dance_ID76.MTS,2023-01-14T14:37:57.0,2023-01-14T14:41:15.0,202.989,"[""20230114_mirror_dance02_dance_ID76.MTS"", ""20230114_mirror_dance02_dance_ID76.MTS""]","[198.22, 222.0]","[202.989, 235.0]","Union{Missing, Tuple{Int64, Int64}}[missing, missing]",57.csv
58,85,ID77,,00:04:52.615,00:04:56.3,460,outdoors,shift,no,2,450cm_spontaneous_run02,20230114_mirror_dance02_spontaneous_ID77.MTS,,85,40,.,20,,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230114_mirror_dance02_spontaneous_ID77.MTS,2023-01-14T14:47:00.0,2023-01-14T14:51:45.0,291.356,20230114_mirror_dance02_spontaneous_ID77.MTS,284.516,318.8,,58.csv
