t,i,j
273.835,592,720
273.8766869609335,592,713
273.9183739218671,592,713
273.96006088280063,592,713
274.00174784373417,592,713
274.0434348046677,592,713
274.08512176560123,592,713
274.12680872653476,592,713
274.1684956874683,592,713
274.2101826484018,592,713
274.25186960933536,592,713
274.2935565702689,592,713
274.3352435312024,592,713
274.37693049213595,592,713
274.4186174530695,592,713
274.460304414003,592,713
274.5019913749366,592,713
274.54367833587014,592,713
274.5853652968037,592,713
274.6270522577372,593,711
274.66873921867074,596,701
274.71042617960427,595,706
274.7521131405378,591,711
274.79380010147133,591,713
274.83548706240487,591,712
274.8771740233384,591,712
274.91886098427193,588,712
274.96054794520546,588,712
275.002234906139,588,712
275.0439218670725,588,712
275.0856088280061,588,712
275.12729578893965,588,712
275.1689827498732,588,712
275.2106697108067,588,712
275.25235667174024,588,713
275.2940436326738,588,715
275.3357305936073,592,711
275.37741755454084,594,709
275.4191045154744,598,702
275.4607914764079,599,692
275.50247843734144,594,682
275.54416539827497,584,672
275.5858523592085,576,667
275.62753932014203,574,660
275.6692262810756,570,651
275.71091324200916,564,641
275.7526002029427,558,631
275.7942871638762,555,621
275.83597412480975,552,611
275.8776610857433,553,601
275.9193480466768,551,596
275.96103500761035,560,586
276.0027219685439,561,583
276.0444089294774,551,593
276.08609589041095,541,603
276.1277828513445,531,613
276.169469812278,521,623
276.21115677321154,511,633
276.25284373414513,501,643
276.29453069507866,496,653
276.3362176560122,506,658
276.3779046169457,516,657
276.41959157787926,526,655
276.4612785388128,536,654
276.5029654997463,546,652
276.54465246067986,556,650
276.5863394216134,559,652
276.6280263825469,560,655
276.66971334348045,559,659
276.711400304414,559,663
276.7530872653475,558,668
276.79477422628105,556,671
276.83646118721464,555,673
276.87814814814817,556,674
276.9198351090817,557,674
276.96152207001523,558,674
277.00320903094877,563,672
277.0448959918823,569,671
277.08658295281583,576,668
277.12826991374936,582,666
277.1699568746829,592,663
277.2116438356164,602,659
277.25333079654996,612,652
277.2950177574835,622,648
277.336704718417,627,645
277.37839167935056,629,643
277.42007864028415,631,642
277.4617656012177,634,642
277.5034525621512,636,643
277.54513952308474,639,644
277.5868264840183,642,646
277.6285134449518,645,647
277.67020040588534,647,648
277.71188736681887,654,648
277.7535743277524,660,647
277.79526128868594,666,645
277.83694824961947,669,643
277.878635210553,674,642
277.92032217148653,675,642
277.96200913242006,676,642
278.00369609335365,674,644
278.0453830542872,671,646
278.0870700152207,665,649
278.12875697615425,659,651
278.1704439370878,654,653
278.2121308980213,651,654
278.25381785895485,646,654
278.2955048198884,646,652
278.3371917808219,646,649
278.37887874175544,646,646
278.420565702689,645,644
278.4622526636225,644,642
278.50393962455604,643,641
278.5456265854896,641,641
278.58731354642316,638,640
278.6290005073567,634,639
278.6706874682902,631,639
278.71237442922376,628,638
278.7540613901573,625,637
278.7957483510908,622,636
278.83743531202435,619,635
278.8791222729579,617,633
278.9208092338914,614,631
278.96249619482495,611,628
279.0041831557585,608,625
279.045870116692,605,622
279.08755707762555,603,620
279.1292440385591,601,618
279.17093099949267,599,616
279.2126179604262,597,614
279.25430492135973,593,610
279.29599188229327,591,608
279.3376788432268,589,606
279.37936580416033,588,603
279.42105276509386,585,600
279.4627397260274,584,597
279.5044266869609,583,593
279.54611364789446,582,590
279.587800608828,580,587
279.6294875697615,577,584
279.67117453069505,574,582
279.7128614916286,570,580
279.7545484525622,568,578
279.7962354134957,563,578
279.83792237442924,559,576
279.8796093353628,557,576
279.9212962962963,556,574
279.96298325722984,554,573
280.00467021816337,554,572
280.0463571790969,553,571
280.08804414003043,553,569
280.12973110096397,553,569
280.1714180618975,553,567
280.21310502283103,554,565
280.25479198376456,554,562
280.2964789446981,555,561
280.3381659056317,557,560
280.3798528665652,558,558
280.42153982749875,560,557
280.4632267884323,561,554
280.5049137493658,563,551
280.54660071029934,565,549
280.5882876712329,567,546
280.6299746321664,570,544
280.67166159309994,572,542
280.7133485540335,573,540
280.755035514967,575,538
280.79672247590054,575,536
280.83840943683407,574,534
280.88009639776766,573,533
280.9217833587012,573,532
280.9634703196347,573,532
281.00515728056826,572,531
281.0468442415018,573,530
281.0885312024353,573,528
281.13021816336885,574,527
281.1719051243024,575,526
281.2135920852359,574,524
281.25527904616945,573,522
281.296966007103,574,521
281.3386529680365,574,520
281.38033992897005,573,519
281.4220268899036,573,518
281.46371385083717,574,518
281.5054008117707,575,517
281.54708777270423,575,516
281.58877473363776,575,515
281.6304616945713,575,514
281.6721486555048,576,513
281.71383561643836,576,512
281.7555225773719,576,512
281.7972095383054,577,511
281.83889649923896,577,511
281.8805834601725,576,510
281.922270421106,576,509
281.96395738203955,576,508
282.0056443429731,576,507
282.0473313039067,575,506
282.0890182648402,575,505
282.13070522577374,573,503
282.17239218670727,573,502
282.2140791476408,573,500
282.25576610857433,573,497
282.29745306950787,573,495
282.3391400304414,572,494
282.38082699137493,571,492
282.42251395230846,570,490
282.464200913242,569,487
282.5058878741755,567,485
282.54757483510906,567,482
282.5892617960426,567,479
282.6309487569762,569,476
282.6726357179097,571,473
282.71432267884325,573,471
282.7560096397768,574,468
282.7976966007103,575,466
282.83938356164384,578,464
282.8810705225774,581,462
282.9227574835109,585,460
282.96444444444444,590,459
283.00613140537797,594,458
283.0478183663115,596,456
283.08950532724504,596,455
283.13119228817857,594,454
283.1728792491121,592,452
283.2145662100457,591,451
283.2562531709792,590,449
283.29794013191275,590,448
283.3396270928463,590,447
283.3813140537798,587,447
283.42300101471335,583,447
283.4646879756469,578,448
283.5063749365804,572,449
283.54806189751395,567,452
283.5897488584475,563,454
283.631435819381,562,456
283.67312278031454,560,457
283.7148097412481,559,460
283.7564967021816,558,461
283.7981836631152,561,461
283.83987062404873,566,462
283.88155758498226,571,464
283.9232445459158,574,465
283.9649315068493,575,464
284.00661846778286,573,465
284.0483054287164,567,466
284.0899923896499,557,467
284.13167935058345,548,467
284.173366311517,541,466
284.2150532724505,536,465
284.25674023338405,533,462
284.2984271943176,533,460
284.3401141552511,532,459
284.3818011161847,533,458
284.42348807711824,533,458
284.46517503805177,534,458
284.5068619989853,534,457
284.54854895991883,535,456
284.59023592085236,535,454
284.6319228817859,535,452
284.67360984271943,536,451
284.71529680365296,537,450
284.7569837645865,537,449
284.79867072552,538,447
284.84035768645356,538,446
284.8820446473871,539,445
284.9237316083206,539,445
284.9654185692542,540,444
285.00710553018774,541,443
285.0487924911213,542,442
285.0904794520548,545,441
285.13216641298834,547,438
285.1738533739219,549,436
285.2155403348554,551,434
285.25722729578894,553,431
285.29891425672247,553,429
285.340601217656,551,426
285.38228817858953,551,425
285.42397513952307,550,423
285.4656621004566,550,422
285.50734906139013,550,421
285.5490360223237,549,420
285.59072298325725,548,419
285.6324099441908,547,419
285.6740969051243,546,418
285.71578386605785,546,418
285.7574708269914,545,418
285.7991577879249,544,418
285.84084474885844,543,418
285.882531709792,542,418
285.9242186707255,540,418
285.96590563165904,539,418
286.0075925925926,537,418
286.0492795535261,535,417
286.09096651445964,533,418
286.1326534753932,531,419
286.17434043632676,527,420
286.2160273972603,524,421
286.2577143581938,516,421
286.29940131912736,513,420
286.3410882800609,511,418
286.3827752409944,510,414
286.42446220192795,510,411
286.4661491628615,512,408
286.507836123795,513,405
286.54952308472855,515,402
286.5912100456621,517,400
286.6328970065956,518,397
286.67458396752914,518,395
286.71627092846273,518,393
286.75795788939627,517,392
286.7996448503298,516,391
286.84133181126333,512,390
286.88301877219686,510,389
286.9247057331304,506,389
286.9663926940639,502,387
287.00807965499746,499,386
287.049766615931,496,385
287.0914535768645,494,384
287.13314053779806,490,383
287.1748274987316,488,382
287.2165144596651,484,381
287.25820142059865,475,378
287.29988838153224,471,377
287.3415753424658,468,375
287.3832623033993,467,373
287.42494926433284,467,371
287.46663622526637,467,369
287.5083231861999,470,365
