t,i,j
240.0,662,995
240.0418063583815,662,995
240.083612716763,662,995
240.12541907514452,662,995
240.167225433526,663,996
240.2090317919075,664,998
240.250838150289,665,1001
240.29264450867052,666,1002
240.33445086705203,667,1003
240.37625722543353,667,1002
240.41806358381504,668,1002
240.45986994219652,670,1004
240.50167630057803,672,1007
240.54348265895953,673,1009
240.58528901734104,674,1012
240.62709537572255,674,1014
240.66890173410405,676,1016
240.71070809248556,680,1020
240.75251445086704,683,1023
240.79432080924855,685,1026
240.83612716763005,686,1027
240.87793352601156,686,1029
240.91973988439307,687,1031
240.96154624277457,689,1033
241.00335260115608,692,1034
241.04515895953756,696,1034
241.08696531791907,700,1035
241.12877167630057,701,1036
241.17057803468208,703,1039
241.2123843930636,704,1041
241.2541907514451,708,1044
241.2959971098266,712,1046
241.33780346820808,716,1047
241.3796098265896,719,1047
241.4214161849711,721,1049
241.4632225433526,722,1052
241.5050289017341,723,1054
241.5468352601156,725,1055
241.58864161849712,725,1055
241.6304479768786,727,1057
241.6722543352601,730,1060
241.7140606936416,731,1062
241.75586705202312,732,1065
241.79767341040463,733,1068
241.83947976878613,733,1071
241.88128612716764,734,1073
241.92309248554912,737,1075
241.96489884393063,742,1078
242.00670520231213,745,1078
242.04851156069364,747,1078
242.09031791907515,748,1080
242.13212427745665,749,1081
242.17393063583816,749,1084
242.21573699421964,751,1085
242.25754335260115,752,1086
242.29934971098265,754,1087
242.34115606936416,754,1088
242.38296242774567,755,1090
242.42476878612717,756,1094
242.46657514450868,751,1087
242.50838150289016,750,1088
242.55018786127167,751,1090
242.59199421965317,754,1093
242.63380057803468,758,1095
242.6756069364162,755,1095
242.7174132947977,755,1093
242.7592196531792,760,1093
242.80102601156068,763,1094
242.8428323699422,761,1094
242.8846387283237,761,1097
242.9264450867052,764,1099
242.9682514450867,765,1100
243.01005780346821,765,1101
243.05186416184972,766,1104
243.0936705202312,766,1107
243.1354768786127,765,1110
243.1772832369942,765,1112
243.21908959537572,765,1112
243.26089595375723,768,1115
243.30270231213873,771,1118
243.34450867052024,771,1118
243.38631502890175,770,1116
243.42812138728323,770,1117
243.46992774566473,770,1119
243.51173410404624,770,1123
243.55354046242775,771,1127
243.59534682080925,772,1129
243.63715317919076,775,1130
243.67895953757227,778,1131
243.72076589595375,780,1132
243.76257225433525,780,1133
243.80437861271676,781,1136
243.84618497109827,781,1140
243.88799132947977,782,1143
243.92979768786128,783,1144
243.9716040462428,786,1147
244.01341040462427,787,1149
244.05521676300577,789,1149
244.09702312138728,789,1150
244.1388294797688,789,1151
244.1806358381503,790,1154
244.2224421965318,791,1156
244.2642485549133,793,1158
244.3060549132948,797,1161
244.3478612716763,802,1165
244.3896676300578,807,1167
244.4314739884393,811,1168
244.47328034682081,814,1171
244.51508670520232,817,1174
244.55689306358383,818,1175
244.5986994219653,820,1176
244.6405057803468,823,1178
244.68231213872832,827,1179
244.72411849710983,828,1179
244.76592485549133,829,1180
244.80773121387284,831,1182
244.84953757225435,832,1183
244.89134393063583,834,1184
244.93315028901733,836,1184
