calibs_file,calibration_id,calibs_start,calibs_stop,extrinsic,checker_size,comment,temporal_step,with_distortion,csv_source,row_number,n_corners,calibs_path,north,center,blur,calibs_fullfile,calibs_recording_datetime,center_ij,north_ij,n,reprojection,projection,distance,inverse
20231115_01_dances_06_spontaneous_B13.MTS,20231115_01_dances_06_spontaneous_B13.MTS,219.0,228.0,220.714,4.1,,2.0,true,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/calibs.csv,84,"(4, 6)",.,,,1,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20231115_01_dances_06_spontaneous_B13.MTS,2023-11-15T14:42:03.0,,,4.0,0.7488745751453829,0.12997881005484152,0.21327439739460463,6.733134516185029e-13
20231115_01_dances_07_spontaneous_B16.MTS,20231115_01_dances_07_spontaneous_B16.MTS,184.0,191.0,185.426,4.1,,2.0,true,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/calibs.csv,85,"(4, 6)",.,,,1,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20231115_01_dances_07_spontaneous_B16.MTS,2023-11-15T15:11:35.0,,,3.0,0.721964879705959,0.11788263994745715,0.18525709075163616,1.445666111508675e-12
20231116_01_dances_08_midroll_B18.MTS,20231116_01_dances_08_midroll_B18.MTS,169.0,178.0,170.669,4.1,,2.0,true,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/calibs.csv,86,"(4, 6)",.,,,1,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20231116_01_dances_08_midroll_B18.MTS,2023-11-16T08:14:55.0,,,6.0,0.6861265482101413,0.10113353129349588,0.15688671192505044,1.291023802699352e-12
20231115_02_dances_01_midroll_B11.MTS,20231115_02_dances_01_midroll_B11.MTS,454.0,499.0,455.487,4.1,,2.0,true,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/calibs.csv,88,"(4, 6)",.,,,1,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20231115_02_dances_01_midroll_B11.MTS,2023-11-15T14:20:34.0,,,14.0,0.7294818627294405,0.1138004981296664,0.1692612785437363,3.562908120145199e-13
20231115_02_dances_02_midroll_B14.MTS,20231115_02_dances_02_midroll_B14.MTS,212.0,223.0,213.967,4.1,,2.0,true,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/calibs.csv,89,"(4, 6)",.,,,1,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20231115_02_dances_02_midroll_B14.MTS,2023-11-15T14:53:33.0,,,7.0,0.79788738262107,0.10466221808287109,0.14088723625134628,5.952850807170601e-13
20231116_02_dances_03_midroll_B19.MTS,20231116_02_dances_03_midroll_B19.MTS,266.0,273.0,267.896,4.1,,2.0,true,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/calibs.csv,90,"(4, 6)",.,,,1,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20231116_02_dances_03_midroll_B19.MTS,2023-11-16T08:22:24.0,,,4.0,1.378877002503088,0.16285756538496363,0.2055912930940144,1.7491022330643562e-12
20231116_02_dances_06_midroll_B24.MTS,20231116_02_dances_06_midroll_B24.MTS,276.0,318.0,277.709,4.1,,2.0,true,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/calibs.csv,92,"(4, 6)",.,,,1,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20231116_02_dances_06_midroll_B24.MTS,2023-11-16T09:17:58.0,,,15.0,0.891171886221921,0.15109962407621297,0.22915979980402293,4.0647946918671723e-13
20231116_02_dances_07_midroll_B25.MTS,20231116_02_dances_07_midroll_B25.MTS,233.0,248.0,240.79,4.1,,2.0,true,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/calibs.csv,93,"(4, 6)",.,,,1,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20231116_02_dances_07_midroll_B25.MTS,2023-11-16T09:29:18.0,,,4.0,0.9629583984078905,0.14624925744242417,0.2735170988467458,5.366701280602484e-13
20231116_02_dances_08_midroll_B26.MTS,20231116_02_dances_08_midroll_B26.MTS,190.0,198.0,191.29,4.1,,2.0,true,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/calibs.csv,94,"(4, 6)",.,,,1,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20231116_02_dances_08_midroll_B26.MTS,2023-11-16T09:38:31.0,,,3.0,0.2500002950177577,0.03982787520641504,0.055479447332737186,5.091428239776351e-13
20231117_02_dances_09_midroll_B27.MTS,20231117_02_dances_09_midroll_B27.MTS,253.0,264.0,254.542,4.1,,2.0,true,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/calibs.csv,95,"(4, 6)",.,,,1,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20231117_02_dances_09_midroll_B27.MTS,2023-11-17T08:28:26.0,,,7.0,0.9495332758390264,0.16507578855562144,0.27110699595770205,1.5495403713222551e-12
20231117_02_dances_10_midroll_B28.MTS,20231117_02_dances_10_midroll_B28.MTS,184.0,194.0,185.613,4.1,,2.0,true,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/calibs.csv,96,"(4, 6)",.,,,1,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20231117_02_dances_10_midroll_B28.MTS,2023-11-17T08:38:07.0,,,4.0,0.23639279071352415,0.03930446561350276,0.05200186214552597,2.251169135664462e-12
20221120_mirror_dance10_midroll_Bela-Bela_02.MTS,20221120_mirror_dance10_midroll_Bela-Bela_02.MTS,220.0,259.0,220.449,4.1,,2.0,true,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/calibs.csv,97,"(4, 6)",.,,,1,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20221120_mirror_dance10_midroll_Bela-Bela_02.MTS,2022-11-19T21:59:23.0,,,17.0,1.1446619976400638,0.1499451943632921,0.22557732749383178,5.278028874385128e-13
20221123_mirror_dance10_midroll_Bela-Bela_20.MTS,20221123_mirror_dance10_midroll_Bela-Bela_20.MTS,452.0,462.0,452.609,4.1,,2.0,true,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/calibs.csv,110,"(4, 6)",.,,,1,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20221123_mirror_dance10_midroll_Bela-Bela_20.MTS,2022-11-23T03:31:24.0,,,5.0,0.5769380357544054,0.08677099339928329,0.1150562592688427,5.568067146119901e-13
20221126_mirror_dance02_midroll_Bela-Bela_28.MTS,20221126_mirror_dance02_midroll_Bela-Bela_28.MTS,482.0,494.0,484.843,4.1,,2.0,true,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/calibs.csv,117,"(4, 6)",.,,,1,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20221126_mirror_dance02_midroll_Bela-Bela_28.MTS,2022-11-26T03:02:32.0,,,5.0,0.32791227420138225,0.04618292367041867,0.06545744878154496,4.906667326582957e-13
20221127_mirror_dance02_midroll_Bela-Bela_29.MTS,20221127_mirror_dance02_midroll_Bela-Bela_29.MTS,170.0,199.0,172.648,4.1,,2.0,true,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/calibs.csv,118,"(4, 6)",.,,,1,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20221127_mirror_dance02_midroll_Bela-Bela_29.MTS,2022-11-27T02:31:41.0,,,15.0,1.9338287097790252,0.1580979459793193,0.21398129794342838,4.834470439041e-13
20221127_mirror_dance02_midroll_Bela-Bela_30.MTS,20221127_mirror_dance02_midroll_Bela-Bela_30.MTS,185.0,210.0,190.025,4.1,,2.0,true,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/calibs.csv,119,"(4, 6)",.,,,1,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20221127_mirror_dance02_midroll_Bela-Bela_30.MTS,2022-11-27T02:38:06.0,,,11.0,0.7909044459072819,0.10486936037596709,0.16909055679937052,3.717069043979488e-13
20221127_mirror_dance02_spontaneous_Bela-Bela_31.MTS,20221127_mirror_dance02_spontaneous_Bela-Bela_31.MTS,197.0,222.0,200.732,4.1,,2.0,true,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/calibs.csv,120,"(4, 6)",.,,,1,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20221127_mirror_dance02_spontaneous_Bela-Bela_31.MTS,2022-11-27T03:04:00.0,,,14.0,0.5774297302890659,0.06408465281202398,0.09489258613092053,4.298550188455932e-13
20230112_mirror_dance02_ID23.MTS,20230112_mirror_dance02_ID23.MTS,176.0,202.0,177.34,3.9,,2.0,true,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/calibs.csv,121,"(4, 6)",.,,,1,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230112_mirror_dance02_ID23.MTS,2023-01-12T09:41:05.0,,,3.0,1.5475377379758672,0.2013794974185446,0.39612015562135144,2.032852012382827e-12
20230113_mirror_dance02_ID46.MTS,20230113_mirror_dance02_ID46.MTS,462.0,484.0,462.408,3.9,,2.0,true,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/calibs.csv,123,"(4, 6)",.,,,1,/home/yakir/mnt/dacke_lab_data/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/./20230113_mirror_dance02_ID46.MTS,2023-01-13T09:50:19.0,,,12.0,0.921843788921295,0.07911879493461794,0.13856543431968638,5.418455746945226e-13
