t,i,j
349.0,485,830
349.0417362270451,486,831
349.08347245409016,486,831
349.12520868113523,486,833
349.1669449081803,486,834
349.2086811352254,487,836
349.25041736227047,489,838
349.29215358931555,490,839
349.3338898163606,491,840
349.3756260434057,491,841
349.4173622704507,491,842
349.4590984974958,492,843
349.5008347245409,493,843
349.54257095158596,493,844
349.58430717863104,493,844
349.6260434056761,494,845
349.6677796327212,494,846
349.70951585976627,494,848
349.75125208681135,494,848
349.7929883138564,494,849
349.8347245409015,494,851
349.8764607679466,493,852
349.91819699499166,493,853
349.95993322203674,493,854
350.0016694490818,493,854
350.0434056761269,493,855
350.085141903172,493,856
350.12687813021705,492,858
350.16861435726213,491,861
350.21035058430715,490,862
350.2520868113522,489,863
350.2938230383973,490,863
350.3355592654424,490,865
350.37729549248746,490,867
350.41903171953254,490,869
350.4607679465776,490,870
350.5025041736227,487,871
350.5442404006678,486,872
350.58597662771285,485,873
350.62771285475793,485,874
350.669449081803,485,874
350.7111853088481,484,875
350.75292153589317,484,877
350.79465776293824,484,878
350.8363939899833,484,879
350.8781302170284,484,880
350.9198664440735,485,881
350.96160267111856,485,881
351.00333889816363,485,881
351.04507512520865,484,881
351.08681135225373,483,881
351.1285475792988,482,882
351.1702838063439,481,883
351.21202003338897,480,883
351.25375626043405,479,883
351.2954924874791,478,884
351.3372287145242,478,885
351.3789649415693,478,887
351.42070116861436,478,889
351.46243739565944,478,891
351.5041736227045,477,894
351.5459098497496,477,895
351.58764607679467,476,897
351.62938230383975,475,899
351.6711185308848,475,902
351.7128547579299,475,904
351.754590984975,475,905
351.79632721202006,474,904
351.8380634390651,474,904
351.87979966611016,474,904
351.92153589315524,474,904
351.9632721202003,474,904
352.0050083472454,474,904
352.04674457429047,474,904
352.08848080133555,474,904
352.1302170283806,474,904
352.1719532554257,474,904
352.2136894824708,474,904
352.25542570951586,475,904
352.29716193656094,475,904
352.338898163606,475,905
352.3806343906511,475,905
352.4223706176962,474,905
352.46410684474125,473,905
352.50584307178633,471,904
352.5475792988314,469,904
352.5893155258765,468,903
352.6310517529215,467,903
352.6727879799666,466,903
352.71452420701166,466,903
352.75626043405674,465,905
352.7979966611018,464,906
352.8397328881469,464,907
352.881469115192,463,908
352.92320534223705,462,908
352.96494156928213,461,908
353.0066777963272,460,908
353.0484140233723,457,908
353.09015025041737,456,909
353.13188647746244,455,910
353.1736227045075,454,910
353.2153589315526,453,911
353.2570951585977,453,912
353.29883138564276,452,912
353.34056761268783,451,913
353.3823038397329,450,914
353.424040066778,449,915
353.465776293823,448,915
353.5075125208681,448,915
353.54924874791317,448,915
353.59098497495825,448,914
353.6327212020033,447,914
353.6744574290484,446,914
353.7161936560935,445,914
353.75792988313856,445,914
353.79966611018364,444,914
353.8414023372287,444,914
353.8831385642738,444,915
353.92487479131887,443,916
353.96661101836395,442,918
354.008347245409,441,920
354.0500834724541,439,922
354.0918196994992,438,923
354.13355592654426,437,923
354.17529215358934,435,923
354.2170283806344,433,922
354.25876460767944,431,922
354.3005008347245,430,922
354.3422370617696,430,921
354.3839732888147,430,921
354.42570951585975,430,922
354.46744574290483,430,922
354.5091819699499,428,922
354.550918196995,427,923
354.59265442404006,425,924
354.63439065108514,424,925
354.6761268781302,422,926
354.7178631051753,421,926
354.7595993322204,419,926
354.80133555926545,416,926
354.84307178631053,415,926
354.8848080133556,414,925
354.9265442404007,413,923
354.96828046744577,413,923
355.01001669449084,411,922
355.05175292153586,410,922
355.09348914858094,409,921
355.135225375626,408,921
355.1769616026711,407,921
355.2186978297162,406,920
355.26043405676126,405,920
355.30217028380633,404,920
355.3439065108514,403,919
355.3856427378965,403,919
355.42737896494157,402,918
355.46911519198665,400,917
355.5108514190317,398,916
355.5525876460768,397,916
355.5943238731219,396,916
355.63606010016696,394,915
355.67779632721204,392,915
355.7195325542571,391,914
355.7612687813022,389,914
355.80300500834727,388,914
355.84474123539235,387,913
355.88647746243737,384,912
355.92821368948245,382,912
355.9699499165275,380,911
356.0116861435726,378,910
356.0534223706177,377,909
356.09515859766276,377,909
356.13689482470784,377,908
356.1786310517529,377,908
356.220367278798,376,907
356.2621035058431,375,907
356.30383973288815,375,907
356.3455759599332,374,906
356.3873121869783,374,905
356.4290484140234,374,905
356.47078464106846,374,904
356.51252086811354,372,901
356.5542570951586,371,899
356.5959933222037,370,897
356.6377295492488,371,896
356.6794657762938,371,894
356.7212020033389,371,893
356.76293823038395,370,892
356.80467445742903,370,892
356.8464106844741,369,892
356.8881469115192,368,892
356.92988313856426,367,891
356.97161936560934,367,891
357.0133555926544,366,890
357.0550918196995,366,889
357.0968280467446,365,887
357.13856427378965,365,885
357.18030050083473,364,883
357.2220367278798,363,883
357.2637729549249,362,882
357.30550918196997,362,882
357.34724540901504,362,881
357.3889816360601,361,880
357.4307178631052,361,880
357.4724540901502,360,879
357.5141903171953,359,877
357.5559265442404,358,875
357.59766277128546,357,873
357.63939899833053,356,870
357.6811352253756,355,868
357.7228714524207,355,867
357.76460767946577,356,867
357.80634390651085,356,866
357.8480801335559,357,865
357.889816360601,358,864
357.9315525876461,360,863
357.97328881469116,359,863
358.01502504173624,358,863
358.0567612687813,357,863
358.0984974958264,356,862
358.14023372287147,356,861
358.18196994991655,356,860
358.2237061769616,356,859
358.2654424040067,355,858
358.3071786310517,354,858
358.3489148580968,353,857
358.3906510851419,353,857
358.43238731218696,352,856
358.47412353923204,351,854
358.5158597662771,349,852
358.5575959933222,348,851
358.5993322203673,346,849
