t,i,j
16.0,467,724
16.04201680672269,467,724
16.084033613445378,467,724
16.126050420168067,468,724
16.168067226890756,469,724
16.210084033613445,470,724
16.252100840336134,470,724
16.294117647058822,471,723
16.33613445378151,472,723
16.3781512605042,472,722
16.42016806722689,472,721
16.462184873949578,473,721
16.50420168067227,474,721
16.54621848739496,476,721
16.58823529411765,478,722
16.630252100840337,478,722
16.672268907563026,478,723
16.714285714285715,479,722
16.756302521008404,479,722
16.798319327731093,480,721
16.840336134453782,481,721
16.88235294117647,481,720
16.92436974789916,482,720
16.96638655462185,481,720
17.008403361344538,481,719
17.050420168067227,481,719
17.092436974789916,482,718
17.134453781512605,483,718
17.176470588235293,484,719
17.218487394957982,485,719
17.26050420168067,486,719
17.30252100840336,488,720
17.34453781512605,489,720
17.386554621848738,491,720
17.428571428571427,493,720
17.470588235294116,494,719
17.51260504201681,495,718
17.554621848739497,495,718
17.596638655462186,495,718
17.638655462184875,495,718
17.680672268907564,496,718
17.722689075630253,496,718
17.764705882352942,497,718
17.80672268907563,497,718
17.84873949579832,498,718
17.89075630252101,500,718
17.932773109243698,501,717
17.974789915966387,503,716
18.016806722689076,504,715
18.058823529411764,507,714
18.100840336134453,507,713
18.142857142857142,509,711
18.18487394957983,510,711
18.22689075630252,510,711
18.26890756302521,511,711
18.310924369747898,513,711
18.352941176470587,514,712
18.394957983193276,515,712
18.436974789915965,516,713
18.478991596638654,517,715
18.521008403361346,520,717
18.563025210084035,522,719
18.605042016806724,524,720
18.647058823529413,524,720
18.689075630252102,525,719
18.73109243697479,526,718
18.77310924369748,527,718
18.81512605042017,529,717
18.857142857142858,529,717
18.899159663865547,529,717
18.941176470588236,529,717
18.983193277310924,529,717
19.025210084033613,529,717
19.067226890756302,529,717
19.10924369747899,529,717
19.15126050420168,529,717
19.19327731092437,530,717
19.235294117647058,530,717
19.277310924369747,530,717
19.319327731092436,530,717
19.361344537815125,530,717
19.403361344537814,530,717
19.445378151260503,530,717
19.48739495798319,530,716
19.529411764705884,532,714
19.571428571428573,533,714
19.613445378151262,535,712
19.65546218487395,536,712
19.69747899159664,538,712
19.73949579831933,540,712
19.781512605042018,543,712
19.823529411764707,543,712
19.865546218487395,543,712
