index;beetle;individual_number;date;video 2 name;run number;placed from;placed from angle theoretical (degrees);start time;placed from angle (degrees);rotation 1 direction;rotation 1 full lap? (degrees);angle before direction change 1 (degrees);rotation 2 direction;rotation 2 full lap? (degrees);angle before direction change 2 (degrees);rotation 3 direction;rotation 3 full lap? (degrees);end time;go down angle (degrees);rotation category manual;rotation category measured;exit angle (degrees);comment;smallest possible angle (degrees);smallest possible direction;smallest possible rotation large;smallest absolute angle (degrees);end angle for rotation 1 (degrees);end angle for rotation 2 (degrees);degrees rotation 1;degrees rotation 2;degrees rotation 3;total absolute degrees of rotation
128;13;13;20221119;FirstVsSubsequent_20221119_cam2_09;6;ccw;175,00;00:05:04;170;cw;;;;;;;;00:05:05;350;cw;cw;340;;180;cw;1;180;350;350;180;0;0;180
129;13;13;20221119;FirstVsSubsequent_20221119_cam2_09;7;cw;355,00;00:05:20;25;ccw;;;;;;;;00:05:21;335;no;ccw;320;;-50;ccw;0;50;335;335;-50;0;0;50
130;13;13;20221119;FirstVsSubsequent_20221119_cam2_09;8;ccw;175,00;00:05:34;155;cw;;;;;;;;00:05:35;320;cw;cw;330;;165;cw;1;165;320;320;165;0;0;165
131;13;13;20221119;FirstVsSubsequent_20221119_cam2_09;9;cw;355,00;00:05:49;40;ccw;;;;;;;;00:05:50;270;ccw;ccw;310;;-130;ccw;0;130;270;270;-130;0;0;130
132;13;13;20221119;FirstVsSubsequent_20221119_cam2_09;10;ccw;175,00;00:06:06;205;cw;;;;;;;;00:06:08;5;cw;cw;345;;160;cw;0;160;5;5;160;0;0;160
133;14;14;20221119;FirstVsSubsequent_20221119_cam2_09;1;ccw;270,00;00:16:34;270;ccw;;;;;;;;00:16:42;320;ccw;ccw;330;;50;cw;0;50;320;320;-310;0;0;310
134;14;14;20221119;FirstVsSubsequent_20221119_cam2_09;2;cw;90,00;00:17:00;65;ccw;;;;;;;;00:17:03;345;ccw;ccw;345;;-80;ccw;0;80;345;345;-80;0;0;80
135;14;14;20221119;FirstVsSubsequent_20221119_cam2_10;3;ccw;270,00;00:00:21;310;cw;;;;;;;;00:00:24;5;no;cw;0;;55;cw;0;55;5;5;55;0;0;55
136;14;14;20221119;FirstVsSubsequent_20221119_cam2_10;4;cw;90,00;00:00:37;90;cw;;;;;;;;00:00:40;320;cw;cw;320;;-130;ccw;0;130;320;320;230;0;0;230
137;14;14;20221119;FirstVsSubsequent_20221119_cam2_10;5;ccw;270,00;00:00:55;260;ccw;;;;;;;;00:00:59;335;ccw;ccw;335;;75;cw;0;75;335;335;-285;0;0;285
138;14;14;20221119;FirstVsSubsequent_20221119_cam2_10;6;cw;90,00;00:01:22;95;cw;;;;;;;;00:01:25;270;cw;cw;315;;175;cw;1;175;270;270;175;0;0;175
139;14;14;20221119;FirstVsSubsequent_20221119_cam2_10;7;ccw;270,00;00:01:40;275;ccw;;;;;;;;00:01:43;305;ccw;ccw;315;;30;cw;0;30;305;305;-330;0;0;330
140;14;14;20221119;FirstVsSubsequent_20221119_cam2_10;8;cw;90,00;00:01:58;105;ccw;;;;;;;;00:01:59;310;ccw;ccw;310;;-155;ccw;0;155;310;310;-155;0;0;155
141;14;14;20221119;FirstVsSubsequent_20221119_cam2_10;9;ccw;270,00;00:02:12;275;cw;;;;;;;;00:02:13;355;cw;cw;345;;80;cw;0;80;355;355;80;0;0;80
142;14;14;20221119;FirstVsSubsequent_20221119_cam2_10;10;cw;90,00;00:02:24;90;cw;;;;;;;;00:02:27;335;cw;cw;340;;-115;ccw;0;115;335;335;245;0;0;245
153;16;15;20221119;FirstVsSubsequent_20221119_cam2_11;1;cw;210,00;00:05:21;195;cw;;;;;;;;00:05:33;265;cw;cw;285;;70;cw;0;70;265;265;70;0;0;70
154;16;15;20221119;FirstVsSubsequent_20221119_cam2_11;2;ccw;30,00;00:05:46;40;ccw;;;;;;;;00:05:50;280;ccw;ccw;300;;-120;ccw;0;120;280;280;-120;0;0;120
155;16;15;20221119;FirstVsSubsequent_20221119_cam2_11;3;cw;210,00;00:06:04;220;cw;;;;;;;;00:06:06;270;cw;cw;300;;50;cw;0;50;270;270;50;0;0;50
156;16;15;20221119;FirstVsSubsequent_20221119_cam2_11;4;ccw;30,00;00:06:20;35;ccw;;;;;;;;00:06:22;245;ccw;ccw;315;;-150;ccw;0;150;245;245;-150;0;0;150
157;16;15;20221119;FirstVsSubsequent_20221119_cam2_11;5;cw;210,00;00:06:31;230;ccw;;160;cw;;;;;00:06:35;275;both;both;315;;45;cw;0;45;160;275;-70;115;0;185
158;16;15;20221119;FirstVsSubsequent_20221119_cam2_11;6;ccw;30,00;00:06:48;40;ccw;;;;;;;;00:06:49;340;ccw;ccw;325;;-60;ccw;0;60;340;340;-60;0;0;60
159;16;15;20221119;FirstVsSubsequent_20221119_cam2_11;7;cw;210,00;00:06:59;200;cw;;;;;;;;00:07:00;315;cw;cw;325;;115;cw;0;115;315;315;115;0;0;115
160;16;15;20221119;FirstVsSubsequent_20221119_cam2_11;8;ccw;30,00;00:07:12;60;ccw;;;;;;;;00:07:13;270;ccw;ccw;315;;-150;ccw;0;150;270;270;-150;0;0;150
161;16;15;20221119;FirstVsSubsequent_20221119_cam2_11;9;cw;210,00;00:07:24;230;ccw;;;;;;;;00:07:27;280;ccw;ccw;295;;50;cw;0;50;280;280;-310;0;0;310
162;16;15;20221119;FirstVsSubsequent_20221119_cam2_11;10;ccw;30,00;00:07:41;40;ccw;;;;;;;;00:07:42;300;ccw;ccw;330;;-100;ccw;0;100;300;300;-100;0;0;100
163;17;16;20221121;FirstVsSubsequent_20221121_2_cam2_00;1;ccw;0,00;00:12:02;15;ccw;;;;;;;;00:12:09;195;ccw;ccw;140;;180;cw;1;180;195;195;-180;0;0;180
164;17;16;20221121;FirstVsSubsequent_20221121_2_cam2_00;2;cw;180,00;00:12:40;165;cw;;;;;;;;00:12:50;125;cw;cw;155;;-40;ccw;0;40;125;125;320;0;0;320
165;17;16;20221121;FirstVsSubsequent_20221121_2_cam2_00;3;ccw;0,00;00:13:16;10;cw;;;;;;;;00:13:21;180;cw;cw;155;;170;cw;1;170;180;180;170;0;0;170
166;17;16;20221121;FirstVsSubsequent_20221121_2_cam2_00;4;cw;180,00;00:13:46;180;ccw;;;;;;;;00:13:59;200;ccw;ccw;125;;20;cw;0;20;200;200;-340;0;0;340
167;17;16;20221121;FirstVsSubsequent_20221121_2_cam2_00;5;ccw;0,00;00:14:22;5;cw;;;;;;;;00:14:34;170;cw;cw;125;;165;cw;1;165;170;170;165;0;0;165
168;17;16;20221121;FirstVsSubsequent_20221121_2_cam2_00;6;cw;180,00;00:15:04;175;cw;;;;;;;;00:15:12;170;cw;cw;150;;-5;ccw;0;5;170;170;355;0;0;355
169;17;16;20221121;FirstVsSubsequent_20221121_2_cam2_00;7;ccw;0,00;00:15:39;5;ccw;;;;;;;;00:15:46;165;ccw;ccw;150;;160;cw;0;160;165;165;-200;0;0;200
170;17;16;20221121;FirstVsSubsequent_20221121_2_cam2_00;8;cw;180,00;00:16:08;175;cw;;;;;;;;00:16:19;165;cw;cw;160;;-10;ccw;0;10;165;165;350;0;0;350
171;17;16;20221121;FirstVsSubsequent_20221121_2_cam2_00;9;ccw;0,00;00:16:45;5;cw;;;;;;;;00:16:50;150;cw;cw;160;;145;cw;0;145;150;150;145;0;0;145
172;17;16;20221121;FirstVsSubsequent_20221121_2_cam2_00;10;cw;180,00;00:17:15;175;cw;360;;;;;;;00:17:31;200;cw;cw;205;;25;cw;0;25;200;200;385;0;0;385
173;18;17;20221121;FirstVsSubsequent_20221121_2_cam2_01;1;cw;270,00;00:02:27;280;cw;;340;ccw;;355;cw;360;00:03:35;235;both;both;255;;-45;ccw;0;45;340;355;60;-345;600;1005
174;18;17;20221121;FirstVsSubsequent_20221121_2_cam2_01;2;ccw;90,00;00:03:59;90;ccw;;;;;;;;00:04:10;245;ccw;ccw;250;;155;cw;0;155;245;245;-205;0;0;205
175;18;17;20221121;FirstVsSubsequent_20221121_2_cam2_01;3;cw;270,00;00:04:38;280;cw;;200;ccw;-360;;;;00:04:59;170;both;both;155;;-110;ccw;0;110;200;170;280;-390;0;670
176;18;17;20221121;FirstVsSubsequent_20221121_2_cam2_01;4;ccw;90,00;00:05:27;100;ccw;;;;;;;;00:05:34;215;ccw;ccw;175;;115;cw;0;115;215;215;-245;0;0;245
177;18;17;20221121;FirstVsSubsequent_20221121_2_cam2_01;5;cw;270,00;00:06:04;300;ccw;;145;cw;;;;;00:06:13;255;both;both;165;;-45;ccw;0;45;145;255;-155;110;0;265
178;18;17;20221121;FirstVsSubsequent_20221121_2_cam2_01;6;ccw;90,00;00:06:35;60;ccw;;20;cw;;;;;00:06:47;235;both;both;250;;175;cw;1;175;20;235;-40;215;0;255
179;18;17;20221121;FirstVsSubsequent_20221121_2_cam2_01;7;cw;270,00;00:07:14;305;ccw;-360;;;;;;;00:07:30;230;ccw;ccw;175;;-75;ccw;0;75;230;230;-435;0;0;435
180;18;17;20221121;FirstVsSubsequent_20221121_2_cam2_01;8;ccw;90,00;00:07:53;60;cw;;;;;;;;00:08:00;225;cw;cw;180;;165;cw;1;165;225;225;165;0;0;165
181;18;17;20221121;FirstVsSubsequent_20221121_2_cam2_01;9;cw;270,00;00:08:20;295;ccw;;;;;;;;00:08:25;160;ccw;ccw;145;;-135;ccw;0;135;160;160;-135;0;0;135
182;18;17;20221121;FirstVsSubsequent_20221121_2_cam2_01;10;ccw;90,00;00:08:44;100;cw;;;;;;;;00:08:48;210;cw;cw;160;;110;cw;0;110;210;210;110;0;0;110
183;19;18;20221121;FirstVsSubsequent_20221121_pm2_cam2_00;1;ccw;25,00;00:06:38;15;cw;;;;;;;;00:06:46;155;cw;cw;165;;140;cw;0;140;155;155;140;0;0;140
184;19;18;20221121;FirstVsSubsequent_20221121_pm2_cam2_00;2;cw;205,00;00:07:26;215;ccw;;;;;;;;00:07:30;155;ccw;ccw;170;;-60;ccw;0;60;155;155;-60;0;0;60
185;19;18;20221121;FirstVsSubsequent_20221121_pm2_cam2_00;3;ccw;25,00;00:08:07;25;ccw;;;;;;;;00:08:18;220;ccw;ccw;210;;-165;ccw;0;165;220;220;-165;0;0;165
186;19;18;20221121;FirstVsSubsequent_20221121_pm2_cam2_00;4;cw;205,00;00:08:44;195;cw;360;;;;;;;00:08:49;205;cw;cw;195;;10;cw;0;10;205;205;370;0;0;370
187;19;18;20221121;FirstVsSubsequent_20221121_pm2_cam2_00;5;ccw;25,00;00:09:08;40;cw;;;;;;;;00:09:15;255;cw;cw;225;;-145;ccw;0;145;255;255;215;0;0;215
188;19;18;20221121;FirstVsSubsequent_20221121_pm2_cam2_00;6;cw;205,00;00:09:38;200;ccw;;;;;;;;00:09:45;270;ccw;ccw;240;;70;cw;0;70;270;270;-290;0;0;290
189;19;18;20221121;FirstVsSubsequent_20221121_pm2_cam2_00;7;ccw;25,00;00:10:12;30;cw;;;;;;;;00:10:16;260;cw;cw;240;;-130;ccw;0;130;260;260;230;0;0;230
190;19;18;20221121;FirstVsSubsequent_20221121_pm2_cam2_00;8;cw;205,00;00:10:35;185;ccw;;;;;;;;00:10:38;290;ccw;ccw;255;;105;cw;0;105;290;290;-255;0;0;255
191;19;18;20221121;FirstVsSubsequent_20221121_pm2_cam2_00;9;ccw;25,00;00:10:59;30;cw;;;;;;;;00:11:02;265;cw;cw;255;;-125;ccw;0;125;265;265;235;0;0;235
192;19;18;20221121;FirstVsSubsequent_20221121_pm2_cam2_00;10;cw;205,00;00:11:22;200;ccw;;145;cw;;;;;00:11:35;270;both;both;255;;70;cw;0;70;145;270;-55;125;0;180
193;20;19;20221121;FirstVsSubsequent_20221121_pm2_cam2_01;1;cw;160,00;00:15:07;175;ccw;;;;;;;;00:15:11;30;ccw;ccw;70;"from here I made sure to not include rotations that are part of ""patting"", rotations include those happening after climbing ball";-145;ccw;0;145;30;30;-145;0;0;145
194;20;19;20221121;FirstVsSubsequent_20221121_pm2_cam2_01;2;ccw;340,00;00:15:40;320;cw;;;;;;;;00:15:43;85;cw;cw;85;;125;cw;0;125;85;85;125;0;0;125
195;20;19;20221121;FirstVsSubsequent_20221121_pm2_cam2_01;3;cw;160,00;00:16:08;155;cw;;;;;;;;00:16:11;70;cw;cw;100;;-85;ccw;0;85;70;70;275;0;0;275
196;20;19;20221121;FirstVsSubsequent_20221121_pm2_cam2_01;4;ccw;340,00;00:16:41;280;cw;;;;;;;;00:16:45;350;cw;cw;80;;70;cw;0;70;350;350;70;0;0;70
197;20;19;20221121;FirstVsSubsequent_20221121_pm2_cam2_01;5;cw;160,00;00:17:07;155;cw;;;;;;;;00:17:11;70;cw;cw;90;;-85;ccw;0;85;70;70;275;0;0;275
198;20;19;20221121;FirstVsSubsequent_20221121_pm2_cam2_01;6;ccw;340,00;00:17:37;280;cw;;;;;;;;00:17:39;90;cw;cw;100;;170;cw;1;170;90;90;170;0;0;170
199;20;19;20221121;FirstVsSubsequent_20221121_pm2_cam2_01;7;cw;160,00;00:18:11;140;ccw;;;;;;;;00:18:16;35;ccw;ccw;75;;-105;ccw;0;105;35;35;-105;0;0;105
200;20;19;20221121;FirstVsSubsequent_20221121_pm2_cam2_01;8;ccw;340,00;00:18:33;330;ccw;;;;;;;;00:18:37;75;ccw;ccw;90;;105;cw;0;105;75;75;-255;0;0;255
201;20;19;20221121;FirstVsSubsequent_20221121_pm2_cam2_01;9;cw;160,00;00:18:51;175;cw;;265;ccw;;;;;00:18:54;85;both;both;90;;-90;ccw;0;90;265;85;90;-180;0;270
202;20;19;20221121;FirstVsSubsequent_20221121_pm2_cam2_02;10;ccw;340,00;00:00:09;340;cw;;;;;;;;00:00:11;85;cw;cw;95;;105;cw;0;105;85;85;105;0;0;105
204;21;20;20221121;FirstVsSubsequent_20221121_2_cam2_02;1;ccw;220,00;00:05:37;210;ccw;;;;;;;;00:05:42;245;ccw;ccw;255;;35;cw;0;35;245;245;-325;0;0;325
205;21;20;20221121;FirstVsSubsequent_20221121_2_cam2_02;2;cw;40,00;00:06:11;50;ccw;;20;cw;;;;;00:06:16;280;both;both;330;;-130;ccw;0;130;20;280;-30;260;0;290
206;21;20;20221121;FirstVsSubsequent_20221121_2_cam2_02;3;ccw;220,00;00:06:37;235;ccw;;;;;;;;00:06:42;290;ccw;ccw;325;;55;cw;0;55;290;290;-305;0;0;305
207;21;20;20221121;FirstVsSubsequent_20221121_2_cam2_02;4;cw;40,00;00:07:02;35;cw;;;;;;;;00:07:06;255;cw;cw;255;;-140;ccw;0;140;255;255;220;0;0;220
208;21;20;20221121;FirstVsSubsequent_20221121_2_cam2_02;5;ccw;220,00;00:07:27;220;cw;360;;;;;;;00:07:33;250;cw;cw;285;;30;cw;0;30;250;250;390;0;0;390
209;21;20;20221121;FirstVsSubsequent_20221121_2_cam2_02;6;cw;40,00;00:07:57;45;cw;;65;ccw;;;;;00:08:00;225;both;both;255;;180;cw;1;180;65;225;20;-200;0;220
210;21;20;20221121;FirstVsSubsequent_20221121_2_cam2_02;7;ccw;220,00;00:08:21;215;ccw;;;;;;;;00:08:24;230;ccw;ccw;230;;15;cw;0;15;230;230;-345;0;0;345
211;21;20;20221121;FirstVsSubsequent_20221121_2_cam2_02;8;cw;40,00;00:08:43;65;ccw;;;;;;;;00:08:46;270;ccw;ccw;265;;-155;ccw;0;155;270;270;-155;0;0;155
212;21;20;20221121;FirstVsSubsequent_20221121_2_cam2_02;9;ccw;220,00;00:09:01;225;ccw;;;;;;;;00:09:04;270;ccw;ccw;250;;45;cw;0;45;270;270;-315;0;0;315
213;21;20;20221121;FirstVsSubsequent_20221121_2_cam2_02;10;cw;40,00;00:09:23;45;ccw;;350;cw;;;;;00:09:26;235;both;both;260;;-170;ccw;1;170;350;235;-55;245;0;300
214;22;21;20221121;FirstVsSubsequent_20221121_2_cam2_02;1;cw;190,00;00:11:14;205;ccw;;;;;;;;00:11:20;80;ccw;ccw;90;;-125;ccw;0;125;80;80;-125;0;0;125
215;22;21;20221121;FirstVsSubsequent_20221121_2_cam2_02;2;ccw;10,00;00:11:44;355;ccw;;;;;;;;00:11:52;110;ccw;ccw;55;;115;cw;0;115;110;110;-245;0;0;245
216;22;21;20221121;FirstVsSubsequent_20221121_2_cam2_02;3;cw;190,00;00:12:08;165;ccw;;;;;;;;00:12:11;5;ccw;ccw;335;;-160;ccw;0;160;5;5;-160;0;0;160
217;22;21;20221121;FirstVsSubsequent_20221121_2_cam2_02;4;ccw;10,00;00:12:34;5;ccw;;;;;;;;00:12:39;75;ccw;ccw;80;;70;cw;0;70;75;75;-290;0;0;290
218;22;21;20221121;FirstVsSubsequent_20221121_2_cam2_02;5;cw;190,00;00:13:04;185;ccw;;;;;;;;00:13:27;85;ccw;ccw;125;;-100;ccw;0;100;85;85;-100;0;0;100
219;22;21;20221121;FirstVsSubsequent_20221121_2_cam2_02;6;ccw;10,00;00:13:52;0;ccw;;;;;;;;00:13:55;205;ccw;ccw;190;;-155;ccw;0;155;205;205;-155;0;0;155
220;22;21;20221121;FirstVsSubsequent_20221121_2_cam2_02;7;cw;190,00;00:14:18;165;cw;;;;;;;;00:14:21;125;cw;cw;135;;-40;ccw;0;40;125;125;320;0;0;320
221;22;21;20221121;FirstVsSubsequent_20221121_2_cam2_02;8;ccw;10,00;00:14:35;5;ccw;;;;;;;;00:14:37;225;ccw;ccw;220;;-140;ccw;0;140;225;225;-140;0;0;140
222;22;21;20221121;FirstVsSubsequent_20221121_2_cam2_02;9;cw;190,00;00:14:54;160;ccw;;;;;;;;00:14:56;135;ccw;ccw;145;;-25;ccw;0;25;135;135;-25;0;0;25
223;22;21;20221121;FirstVsSubsequent_20221121_2_cam2_02;10;ccw;10,00;00:15:11;355;ccw;;;;;;;;00:15:13;155;ccw;ccw;125;;160;cw;0;160;155;155;-200;0;0;200
229;24;22;20221121;FirstVsSubsequent_20221121_2_cam2_03;1;ccw;345,00;00:16:19;355;cw;;;;;;;;00:16:32;30;no;cw;100;;35;cw;0;35;30;30;35;0;0;35
230;24;22;20221121;FirstVsSubsequent_20221121_2_cam2_04;2;cw;165,00;00:01:19;175;ccw;;;;;;;;00:01:24;35;ccw;ccw;70;;-140;ccw;0;140;35;35;-140;0;0;140
231;24;22;20221121;FirstVsSubsequent_20221121_2_cam2_04;3;ccw;345,00;00:01:58;10;cw;;130;ccw;;;;;00:02:05;70;both;both;90;;60;cw;0;60;130;70;120;-60;0;180
232;24;22;20221121;FirstVsSubsequent_20221121_2_cam2_04;4;cw;165,00;00:02:42;140;ccw;;;;;;;;00:02:47;80;ccw;ccw;90;;-60;ccw;0;60;80;80;-60;0;0;60
233;24;22;20221121;FirstVsSubsequent_20221121_2_cam2_04;5;ccw;345,00;00:03:12;25;ccw;;;;;;;;00:03:21;150;ccw;ccw;155;;125;cw;0;125;150;150;-235;0;0;235
234;24;22;20221121;FirstVsSubsequent_20221121_2_cam2_04;6;cw;165,00;00:03:43;175;cw;;;;;;;;00:03:49;75;cw;cw;140;;-100;ccw;0;100;75;75;260;0;0;260
235;24;22;20221121;FirstVsSubsequent_20221121_2_cam2_04;7;ccw;345,00;00:04:14;335;cw;;;;;;;;00:04:18;55;cw;cw;85;;80;cw;0;80;55;55;80;0;0;80
236;24;22;20221121;FirstVsSubsequent_20221121_2_cam2_04;8;cw;165,00;00:04:37;105;ccw;;;;;;;;00:04:42;315;ccw;ccw;355;;-150;ccw;0;150;315;315;-150;0;0;150
237;24;22;20221121;FirstVsSubsequent_20221121_2_cam2_04;9;ccw;345,00;00:05:27;350;cw;;55;ccw;;;;;00:05:43;75;both;both;70;;85;cw;0;85;55;75;65;-340;0;405
238;24;22;20221121;FirstVsSubsequent_20221121_2_cam2_04;10;cw;165,00;00:07:32;100;cw;;;;;;;;00:07:44;36;cw;cw;80;;-64;ccw;0;64;36;36;296;0;0;296
239;25;23;20221121;FirstVsSubsequent_20221121_2_cam2_04;1;cw;70,00;00:09:39;65;cw;;;;;;;;00:09:50;180;cw;cw;140;;115;cw;0;115;180;180;115;0;0;115
240;25;23;20221121;FirstVsSubsequent_20221121_2_cam2_04;2;ccw;250,00;00:10:19;245;cw;;;;;;;;00:10:23;55;cw;cw;65;;170;cw;1;170;55;55;170;0;0;170
241;25;23;20221121;FirstVsSubsequent_20221121_2_cam2_04;3;cw;70,00;00:10:45;45;ccw;;325;cw;;;;;00:10:50;130;both;both;80;;85;cw;0;85;325;130;-80;165;0;245
242;25;23;20221121;FirstVsSubsequent_20221121_2_cam2_04;4;ccw;250,00;00:11:09;275;cw;;;;;;;;00:11:12;5;cw;cw;30;;90;cw;0;90;5;5;90;0;0;90
243;25;23;20221121;FirstVsSubsequent_20221121_2_cam2_04;5;cw;70,00;00:11:36;45;cw;;95;ccw;-720;;;;00:11:56;315;both;both;305;;-90;ccw;0;90;95;315;50;-860;0;910
244;25;23;20221121;FirstVsSubsequent_20221121_2_cam2_04;6;ccw;250,00;00:12:17;235;cw;;;;;;;;00:12:25;345;cw;cw;315;;110;cw;0;110;345;345;110;0;0;110
245;25;23;20221121;FirstVsSubsequent_20221121_2_cam2_04;7;cw;70,00;00:12:46;65;cw;;;;;;;;00:12:51;240;cw;cw;190;;175;cw;1;175;240;240;175;0;0;175
246;25;23;20221121;FirstVsSubsequent_20221121_2_cam2_04;8;ccw;250,00;00:13:14;245;cw;;;;;;;;00:13:17;45;cw;cw;20;;160;cw;0;160;45;45;160;0;0;160
247;25;23;20221121;FirstVsSubsequent_20221121_2_cam2_04;9;cw;70,00;00:13:43;55;ccw;;;;;;;;00:13:56;255;ccw;ccw;180;;-160;ccw;0;160;255;255;-160;0;0;160
248;25;23;20221121;FirstVsSubsequent_20221121_2_cam2_04;10;ccw;250,00;00:14:26;310;ccw;;;;;;;;00:14:31;80;ccw;ccw;75;;130;cw;0;130;80;80;-230;0;0;230
249;26;24;20221121;FirstVsSubsequent_20221121_2_cam2_06;1;ccw;215,00;00:03:29;200;cw;;115;ccw;;;;;00:03:42;305;both;both;320;;105;cw;0;105;115;305;275;-170;0;445
250;26;24;20221121;FirstVsSubsequent_20221121_2_cam2_06;2;cw;35,00;00:04:00;65;ccw;;;;;;;;00:04:05;350;ccw;ccw;5;;-75;ccw;0;75;350;350;-75;0;0;75
251;26;24;20221121;FirstVsSubsequent_20221121_2_cam2_06;3;ccw;215,00;00:04:30;205;ccw;;;;;;;;00:04:33;350;ccw;ccw;350;;145;cw;0;145;350;350;-215;0;0;215
252;26;24;20221121;FirstVsSubsequent_20221121_2_cam2_06;4;cw;35,00;00:05:00;45;cw;;;;;;;;00:05:05;355;cw;cw;340;;-50;ccw;0;50;355;355;310;0;0;310
253;26;24;20221121;FirstVsSubsequent_20221121_2_cam2_06;5;ccw;215,00;00:05:25;200;cw;;;;;;;;00:05:27;340;cw;cw;350;;140;cw;0;140;340;340;140;0;0;140
254;26;24;20221121;FirstVsSubsequent_20221121_2_cam2_06;6;cw;35,00;00:05:48;35;cw;;;;;;;;00:05:51;135;cw;cw;90;first does 5 degrees in each direction;100;cw;0;100;135;135;100;0;0;100
255;26;24;20221121;FirstVsSubsequent_20221121_2_cam2_06;7;ccw;215,00;00:06:07;225;cw;;;;;;;;00:06:11;15;cw;cw;20;;150;cw;0;150;15;15;150;0;0;150
256;26;24;20221121;FirstVsSubsequent_20221121_2_cam2_06;8;cw;35,00;00:06:30;30;cw;;160;ccw;;;;;00:06:40;290;both;both;290;;-100;ccw;0;100;160;290;130;-230;0;360
257;26;24;20221121;FirstVsSubsequent_20221121_2_cam2_06;9;ccw;215,00;00:06:58;190;ccw;;;;;;;;00:07:00;315;ccw;ccw;280;;125;cw;0;125;315;315;-235;0;0;235
258;26;24;20221121;FirstVsSubsequent_20221121_2_cam2_06;10;cw;35,00;00:07:18;20;ccw;;;;;;;;00:07:20;225;ccw;ccw;210;;-155;ccw;0;155;225;225;-155;0;0;155
259;27;25;20221121;FirstVsSubsequent_20221121_2_cam2_06;1;cw;350,00;00:13:05;15;cw;;95;ccw;;;;;00:13:12;355;both;both;310;;-20;ccw;0;20;95;355;80;-100;0;180
260;27;25;20221121;FirstVsSubsequent_20221121_2_cam2_06;2;ccw;170,00;00:13:31;130;ccw;;;;;;;;00:13:36;310;ccw;ccw;315;;180;cw;1;180;310;310;-180;0;0;180
261;27;25;20221121;FirstVsSubsequent_20221121_2_cam2_06;3;cw;350,00;00:13:56;20;cw;;;;;;;;00:14:00;195;cw;cw;180;;175;cw;1;175;195;195;175;0;0;175
262;27;25;20221121;FirstVsSubsequent_20221121_2_cam2_06;4;ccw;170,00;00:14:17;140;cw;;;;;;;;00:14:19;205;cw;cw;205;;65;cw;0;65;205;205;65;0;0;65
263;27;25;20221121;FirstVsSubsequent_20221121_2_cam2_06;5;cw;350,00;00:14:35;30;ccw;;;;;;;;00:14:38;220;ccw;ccw;255;;-170;ccw;1;170;220;220;-170;0;0;170
264;27;25;20221121;FirstVsSubsequent_20221121_2_cam2_06;6;ccw;170,00;00:14:53;195;cw;;;;;;;;00:14:55;220;cw;cw;265;;25;cw;0;25;220;220;25;0;0;25
265;27;25;20221121;FirstVsSubsequent_20221121_2_cam2_06;7;cw;350,00;00:15:13;325;ccw;;;;;;;;00:15:15;240;ccw;ccw;245;;-85;ccw;0;85;240;240;-85;0;0;85
266;27;25;20221121;FirstVsSubsequent_20221121_2_cam2_06;8;ccw;170,00;00:15:30;130;cw;;;;;;;;00:15:31;160;no;cw;160;;30;cw;0;30;160;160;30;0;0;30
267;27;25;20221121;FirstVsSubsequent_20221121_2_cam2_06;9;cw;350,00;00:15:46;325;cw;;;;;;;;00:15:49;185;cw;cw;245;;-140;ccw;0;140;185;185;220;0;0;220
268;27;25;20221121;FirstVsSubsequent_20221121_2_cam2_06;10;ccw;170,00;00:16:03;190;cw;;;;;;;;00:16:04;310;cw;cw;310;;120;cw;0;120;310;310;120;0;0;120
269;28;26;20221121;FirstVsSubsequent_20221121_2_cam2_06;1;ccw;120,00;00:16:43;120;cw;;290;ccw;-360;;;;00:16:53;280;both;both;250;;160;cw;0;160;290;280;170;-370;0;540
270;28;26;20221121;FirstVsSubsequent_20221121_2_cam2_06;2;cw;300,00;00:17:09;340;ccw;-360;;;;;;;00:17:14;300;ccw;ccw;315;;-40;ccw;0;40;300;300;-400;0;0;400
271;28;26;20221121;FirstVsSubsequent_20221121_2_cam2_06;3;ccw;120,00;00:17:30;145;cw;;;;;;;;00:17:32;310;cw;cw;270;;165;cw;1;165;310;310;165;0;0;165
272;28;26;20221121;FirstVsSubsequent_20221121_2_cam2_06;4;cw;300,00;00:17:52;330;ccw;;;;;;;;00:17:55;230;ccw;ccw;230;;-100;ccw;0;100;230;230;-100;0;0;100
273;28;26;20221121;FirstVsSubsequent_20221121_2_cam2_07;5;ccw;120,00;00:00:16;120;cw;;;;;;;;00:00:18;260;cw;cw;345;;140;cw;0;140;260;260;140;0;0;140
274;28;26;20221121;FirstVsSubsequent_20221121_2_cam2_07;6;cw;300,00;00:00:33;305;ccw;;;;;;;;00:00:37;355;ccw;ccw;330;;50;cw;0;50;355;355;-310;0;0;310
275;28;26;20221121;FirstVsSubsequent_20221121_2_cam2_07;7;ccw;120,00;00:00:52;120;cw;;;;;;;;00:00:56;0;cw;cw;355;;-120;ccw;0;120;0;0;240;0;0;240
276;28;26;20221121;FirstVsSubsequent_20221121_2_cam2_07;8;cw;300,00;00:01:09;300;ccw;;;;;;;;00:01:12;50;ccw;ccw;10;;110;cw;0;110;50;50;-250;0;0;250
277;28;26;20221121;FirstVsSubsequent_20221121_2_cam2_07;9;ccw;120,00;00:01:27;130;cw;;;;;;;;00:01:30;25;cw;cw;10;;-105;ccw;0;105;25;25;255;0;0;255
