t,i,j
18.0,483,753
18.041666666666668,483,753
18.083333333333332,483,754
18.125,482,755
18.166666666666668,482,756
18.208333333333332,482,757
18.25,481,757
18.291666666666668,481,758
18.333333333333332,481,758
18.375,481,758
18.416666666666668,481,758
18.458333333333332,481,759
18.5,481,759
18.541666666666668,481,760
18.583333333333332,481,760
18.625,480,761
18.666666666666668,480,762
18.708333333333332,480,763
18.75,480,764
18.791666666666668,480,765
18.833333333333332,480,766
18.875,480,766
18.916666666666668,479,766
18.958333333333332,479,767
19.0,479,767
19.041666666666668,478,767
19.083333333333332,478,768
19.125,478,768
19.166666666666668,478,769
19.208333333333332,478,769
19.25,477,770
19.291666666666668,476,771
19.333333333333332,475,772
19.375,474,773
19.416666666666668,473,773
19.458333333333332,472,774
19.5,471,775
19.541666666666668,471,776
19.583333333333332,471,776
19.625,471,777
19.666666666666668,470,778
19.708333333333332,469,779
19.75,468,780
19.791666666666668,466,781
19.833333333333332,465,782
19.875,465,782
19.916666666666668,465,781
19.958333333333332,465,782
20.0,465,782
20.041666666666668,465,782
20.083333333333332,465,783
20.125,465,783
20.166666666666668,465,784
20.208333333333332,466,785
20.25,466,786
20.291666666666668,467,788
20.333333333333332,468,789
20.375,469,791
20.416666666666668,469,791
20.458333333333332,469,792
20.5,470,793
20.541666666666668,470,793
20.583333333333332,470,794
20.625,470,794
20.666666666666668,470,794
20.708333333333332,469,795
20.75,469,795
20.791666666666668,469,796
20.833333333333332,468,796
20.875,468,796
20.916666666666668,468,797
20.958333333333332,468,797
21.0,468,797
21.041666666666668,468,798
21.083333333333332,468,798
21.125,467,799
21.166666666666668,466,800
21.208333333333332,466,800
21.25,465,801
21.291666666666668,465,801
21.333333333333332,464,802
21.375,464,802
21.416666666666668,463,803
21.458333333333332,463,804
21.5,462,804
21.541666666666668,462,805
21.583333333333332,462,805
21.625,462,805
21.666666666666668,463,806
21.708333333333332,462,807
21.75,462,808
21.791666666666668,462,808
21.833333333333332,462,809
21.875,461,810
21.916666666666668,461,811
21.958333333333332,461,811
22.0,461,811
22.041666666666668,461,812
22.083333333333332,460,812
22.125,460,813
22.166666666666668,459,814
22.208333333333332,459,814
22.25,458,814
22.291666666666668,458,814
22.333333333333332,458,814
22.375,457,815
22.416666666666668,457,816
22.458333333333332,457,816
22.5,457,816
22.541666666666668,457,817
22.583333333333332,456,817
22.625,456,817
22.666666666666668,456,818
22.708333333333332,456,818
22.75,456,818
22.791666666666668,456,819
22.833333333333332,456,819
22.875,456,819
22.916666666666668,456,819
22.958333333333332,456,819
23.0,456,819
23.041666666666668,456,820
23.083333333333332,456,820
23.125,456,821
23.166666666666668,456,822
23.208333333333332,456,823
23.25,456,824
23.291666666666668,455,825
23.333333333333332,454,826
23.375,453,826
23.416666666666668,453,827
23.458333333333332,453,828
23.5,453,828
23.541666666666668,453,828
23.583333333333332,453,829
23.625,454,830
23.666666666666668,453,831
23.708333333333332,453,831
23.75,453,831
23.791666666666668,453,832
23.833333333333332,453,832
23.875,453,832
23.916666666666668,453,833
23.958333333333332,453,833
24.0,452,834
24.041666666666668,451,834
24.083333333333332,451,835
24.125,450,835
24.166666666666668,449,836
24.208333333333332,449,836
24.25,448,837
24.291666666666668,448,837
24.333333333333332,447,837
24.375,447,838
24.416666666666668,447,838
24.458333333333332,447,838
24.5,447,839
24.541666666666668,448,840
24.583333333333332,448,840
24.625,448,841
24.666666666666668,449,842
24.708333333333332,450,843
24.75,451,843
24.791666666666668,451,844
24.833333333333332,452,844
24.875,451,844
24.916666666666668,451,844
24.958333333333332,451,844
25.0,450,844
25.041666666666668,449,845
25.083333333333332,448,846
25.125,447,846
25.166666666666668,446,847
25.208333333333332,444,848
25.25,442,848
25.291666666666668,442,848
25.333333333333332,441,848
25.375,441,848
25.416666666666668,440,849
25.458333333333332,439,849
25.5,436,850
25.541666666666668,434,851
25.583333333333332,433,852
25.625,434,852
25.666666666666668,434,852
25.708333333333332,434,852
25.75,433,852
25.791666666666668,433,852
25.833333333333332,433,852
25.875,433,853
25.916666666666668,433,853
25.958333333333332,432,853
26.0,432,854
26.041666666666668,432,854
26.083333333333332,431,855
26.125,431,855
26.166666666666668,431,855
26.208333333333332,431,855
26.25,431,856
26.291666666666668,431,856
26.333333333333332,431,857
26.375,431,858
26.416666666666668,431,859
26.458333333333332,431,860
26.5,432,861
26.541666666666668,431,862
26.583333333333332,431,863
26.625,430,864
26.666666666666668,430,864
26.708333333333332,429,865
26.75,429,865
26.791666666666668,428,866
26.833333333333332,428,866
26.875,427,867
26.916666666666668,427,867
26.958333333333332,427,868
27.0,427,868
27.041666666666668,427,868
27.083333333333332,427,868
27.125,427,868
27.166666666666668,427,868
27.208333333333332,427,868
27.25,427,868
27.291666666666668,427,869
27.333333333333332,427,869
27.375,427,870
27.416666666666668,426,871
27.458333333333332,426,871
27.5,426,872
27.541666666666668,426,872
27.583333333333332,426,872
27.625,425,873
27.666666666666668,425,873
27.708333333333332,424,873
27.75,423,874
27.791666666666668,421,874
27.833333333333332,420,874
27.875,419,874
27.916666666666668,419,874
27.958333333333332,419,875
28.0,419,875
28.041666666666668,419,875
28.083333333333332,419,875
28.125,419,875
28.166666666666668,419,875
28.208333333333332,418,876
28.25,418,876
28.291666666666668,418,877
28.333333333333332,418,877
28.375,418,876
28.416666666666668,418,876
28.458333333333332,418,876
28.5,418,876
28.541666666666668,418,876
28.583333333333332,418,877
28.625,418,877
28.666666666666668,418,878
28.708333333333332,417,879
28.75,417,879
28.791666666666668,417,880
28.833333333333332,416,881
28.875,416,882
28.916666666666668,416,883
28.958333333333332,415,883
29.0,415,883
29.041666666666668,414,884
29.083333333333332,413,884
29.125,412,884
29.166666666666668,411,884
29.208333333333332,410,884
29.25,409,885
29.291666666666668,409,885
29.333333333333332,409,885
29.375,409,885
29.416666666666668,408,886
29.458333333333332,407,887
29.5,406,888
29.541666666666668,406,889
29.583333333333332,406,890
29.625,405,891
29.666666666666668,405,892
29.708333333333332,404,894
29.75,404,894
29.791666666666668,404,894
29.833333333333332,403,894
29.875,403,894
29.916666666666668,403,894
29.958333333333332,403,894
30.0,402,895
30.041666666666668,402,895
30.083333333333332,402,895
30.125,402,895
30.166666666666668,403,895
30.208333333333332,403,895
30.25,403,895
30.291666666666668,403,896
30.333333333333332,403,897
30.375,402,898
30.416666666666668,403,898
30.458333333333332,403,900
30.5,402,902
30.541666666666668,401,903
30.583333333333332,400,903
30.625,398,904
30.666666666666668,397,905
30.708333333333332,396,905
30.75,395,906
30.791666666666668,395,906
30.833333333333332,395,906
30.875,395,906
30.916666666666668,395,906
30.958333333333332,395,907
31.0,395,907
31.041666666666668,395,908
31.083333333333332,395,909
31.125,394,909
31.166666666666668,394,910
31.208333333333332,393,910
31.25,392,911
31.291666666666668,391,912
31.333333333333332,391,912
31.375,391,913
31.416666666666668,390,914
31.458333333333332,390,915
31.5,388,916
31.541666666666668,387,916
31.583333333333332,386,917
31.625,385,917
31.666666666666668,384,917
31.708333333333332,383,917
31.75,382,917
31.791666666666668,381,917
