t,i,j
28.6,543,991
28.642148760330578,543,991
28.684297520661158,544,991
28.726446280991734,544,991
28.768595041322314,545,992
28.810743801652894,545,993
28.85289256198347,545,993
28.89504132231405,545,994
28.937190082644626,545,994
28.979338842975206,545,994
29.021487603305786,545,994
29.063636363636363,545,995
29.105785123966943,545,995
29.147933884297522,544,995
29.1900826446281,545,996
29.23223140495868,545,996
29.274380165289255,545,996
29.316528925619835,545,996
29.358677685950415,545,996
29.40082644628099,545,997
29.44297520661157,545,998
29.485123966942147,546,998
29.527272727272727,546,998
29.569421487603307,546,998
29.611570247933884,546,998
29.653719008264463,545,997
29.69586776859504,545,997
29.73801652892562,545,997
29.7801652892562,545,997
29.822314049586776,545,997
29.864462809917356,544,996
29.906611570247932,544,996
29.948760330578512,544,996
29.990909090909092,544,996
30.03305785123967,544,996
30.07520661157025,544,996
30.117355371900825,544,996
30.159504132231405,544,996
30.201652892561984,544,996
30.24380165289256,544,996
30.28595041322314,544,996
30.32809917355372,544,996
30.370247933884297,544,996
30.412396694214877,544,996
30.454545454545453,544,996
30.496694214876033,544,996
30.538842975206613,544,996
30.58099173553719,544,997
30.62314049586777,544,997
30.665289256198346,544,996
30.707438016528926,544,996
30.749586776859505,544,996
30.791735537190082,543,996
30.83388429752066,543,996
30.876033057851238,543,996
30.918181818181818,543,997
30.960330578512398,543,997
31.002479338842974,543,997
31.044628099173554,543,997
31.08677685950413,543,997
31.12892561983471,543,997
31.17107438016529,543,997
31.213223140495867,543,997
31.255371900826447,543,996
31.297520661157026,543,996
31.339669421487603,542,995
31.381818181818183,542,995
31.42396694214876,542,995
31.46611570247934,542,994
31.50826446280992,542,994
31.550413223140495,541,992
31.592561983471075,542,991
31.63471074380165,541,989
31.67685950413223,542,987
31.71900826446281,543,985
31.761157024793388,543,982
31.803305785123968,542,980
31.845454545454544,542,979
31.887603305785124,541,977
31.929752066115704,540,976
31.97190082644628,539,975
32.014049586776856,539,974
32.05619834710744,538,974
32.098347107438016,538,974
32.14049586776859,540,973
32.182644628099176,540,970
32.22479338842975,542,967
32.26694214876033,543,964
32.30909090909091,545,963
32.35123966942149,546,963
32.393388429752065,547,963
32.43553719008264,548,963
32.477685950413225,549,963
32.5198347107438,550,963
32.56198347107438,551,962
32.60413223140496,551,960
32.64628099173554,551,959
32.688429752066114,550,958
32.7305785123967,549,957
32.77272727272727,549,956
32.81487603305785,548,954
32.85702479338843,548,954
32.89917355371901,547,954
32.941322314049586,546,953
32.98347107438016,546,952
33.025619834710746,545,952
33.06776859504132,546,953
33.1099173553719,545,952
33.15206611570248,544,949
33.19421487603306,543,945
33.236363636363635,540,944
33.27851239669422,537,943
33.320661157024794,534,942
33.36280991735537,531,941
33.40495867768595,531,943
33.44710743801653,530,943
33.48925619834711,529,940
33.53140495867768,529,937
33.57355371900827,529,936
33.61570247933884,529,936
33.65785123966942,529,936
33.7,529,937
33.74214876033058,509,918
33.784297520661156,509,918
33.82644628099174,509,918
33.868595041322315,509,918
33.91074380165289,509,918
33.95289256198347,509,918
33.99504132231405,508,918
34.03719008264463,508,918
34.079338842975204,508,917
34.12148760330579,508,917
34.163636363636364,508,917
34.20578512396694,508,917
34.247933884297524,508,916
34.2900826446281,508,916
34.33223140495868,508,916
34.37438016528925,508,916
34.416528925619836,508,916
34.45867768595041,509,916
34.50082644628099,509,916
34.54297520661157,509,916
34.58512396694215,509,915
34.627272727272725,510,915
34.66942148760331,510,915
34.711570247933885,510,915
34.75371900826446,510,915
34.795867768595045,511,915
34.83801652892562,512,915
34.8801652892562,513,916
34.922314049586774,515,917
34.96446280991736,517,918
35.006611570247934,518,920
35.04876033057851,520,920
35.09090909090909,521,922
35.13305785123967,523,923
35.175206611570246,525,925
35.21735537190083,526,927
35.259504132231406,525,927
35.30165289256198,524,926
35.34380165289256,526,926
35.38595041322314,527,925
35.42809917355372,528,925
35.470247933884295,530,926
35.51239669421488,531,927
35.554545454545455,532,928
35.59669421487603,532,928
35.638842975206614,533,929
35.68099173553719,533,930
35.72314049586777,533,932
35.76528925619835,534,934
35.80743801652893,535,937
35.8495867768595,536,939
35.89173553719008,535,940
35.93388429752066,536,940
35.97603305785124,536,941
36.018181818181816,536,940
36.0603305785124,537,940
36.102479338842976,537,940
36.14462809917355,538,941
36.186776859504135,539,941
36.22892561983471,540,941
36.27107438016529,544,941
36.313223140495865,545,940
36.35537190082645,545,940
36.397520661157024,546,941
36.4396694214876,547,941
36.481818181818184,547,941
36.52396694214876,547,941
36.56611570247934,547,941
36.60826446280992,548,942
36.6504132231405,548,943
36.69256198347107,549,944
36.73471074380165,550,947
36.77685950413223,551,951
36.81900826446281,553,954
36.861157024793386,555,956
36.90330578512397,558,957
36.945454545454545,560,957
36.98760330578512,560,957
37.029752066115705,561,958
37.07190082644628,562,958
37.11404958677686,563,958
37.15619834710744,563,958
37.19834710743802,565,959
37.240495867768594,565,959
37.28264462809917,566,963
37.324793388429754,567,964
37.36694214876033,569,967
37.40909090909091,571,970
37.45123966942149,572,971
37.493388429752066,572,971
37.53553719008264,571,970
37.577685950413226,572,970
37.6198347107438,572,970
37.66198347107438,573,971
37.704132231404955,573,970
37.74628099173554,573,970
37.788429752066115,573,970
37.83057851239669,573,971
37.872727272727275,573,971
37.91487603305785,574,972
37.95702479338843,575,973
37.99917355371901,575,973
38.04132231404959,576,975
38.083471074380164,577,975
38.12561983471075,579,977
38.16776859504132,582,978
38.2099173553719,584,979
38.252066115702476,586,981
38.29421487603306,587,984
38.336363636363636,587,985
38.37851239669421,587,986
38.420661157024796,589,987
38.46280991735537,590,988
38.50495867768595,589,988
38.54710743801653,589,990
38.58925619834711,589,991
38.631404958677685,589,993
38.67355371900826,589,995
38.715702479338844,588,997
38.75785123966942,587,998
38.8,587,1000
38.84214876033058,586,1001
38.88429752066116,585,1001
38.92644628099173,584,1002
38.96859504132232,584,1004
39.01074380165289,585,1006
39.05289256198347,586,1007
39.09504132231405,588,1008
39.13719008264463,590,1010
39.179338842975206,592,1011
39.22148760330578,594,1013
39.263636363636365,596,1014
39.30578512396694,599,1014
39.34793388429752,601,1015
39.3900826446281,602,1015
39.43223140495868,603,1016
39.474380165289254,604,1017
39.51652892561984,606,1018
39.558677685950414,607,1018
39.60082644628099,608,1019
39.64297520661157,610,1020
39.68512396694215,611,1022
39.72727272727273,614,1023
39.7694214876033,619,1024
39.811570247933886,622,1025
39.85371900826446,624,1026
39.89586776859504,626,1025
39.93801652892562,626,1024
39.9801652892562,626,1025
40.022314049586775,625,1025
40.06446280991736,625,1026
40.106611570247935,625,1026
40.14876033057851,624,1026
40.19090909090909,623,1026
40.23305785123967,623,1027
40.27520661157025,623,1027
40.317355371900824,623,1027
40.35950413223141,623,1027
40.401652892561984,623,1027
40.44380165289256,622,1027
40.485950413223144,622,1027
40.52809917355372,623,1027
40.570247933884296,623,1026
40.61239669421487,622,1026
40.654545454545456,622,1026
40.69669421487603,622,1026
40.73884297520661,622,1026
40.78099173553719,622,1026
40.82314049586777,622,1026
40.865289256198345,622,1026
40.90743801652893,622,1026
40.949586776859505,622,1026
40.99173553719008,622,1026
41.033884297520665,622,1026
41.07603305785124,622,1026
41.11818181818182,622,1027
41.160330578512394,621,1027
41.20247933884298,620,1028
41.24462809917355,620,1029
41.28677685950413,620,1029
41.32892561983471,620,1029
41.37107438016529,620,1029
41.413223140495866,620,1029
41.45537190082645,620,1030
41.497520661157026,620,1031
41.5396694214876,620,1031
41.58181818181818,620,1032
41.62396694214876,620,1033
41.66611570247934,619,1034
41.708264462809915,619,1035
41.7504132231405,618,1035
41.792561983471074,618,1036
41.83471074380165,618,1036
41.876859504132234,618,1038
41.91900826446281,618,1039
41.96115702479339,616,1040
42.00330578512397,614,1042
42.04545454545455,613,1045
42.08760330578512,612,1048
42.1297520661157,613,1049
42.17190082644628,614,1050
42.21404958677686,613,1051
42.256198347107436,613,1051
42.29834710743802,613,1052
42.340495867768595,612,1053
42.38264462809917,613,1053
42.424793388429755,613,1053
42.46694214876033,613,1054
42.50909090909091,613,1055
42.551239669421484,613,1056
42.59338842975207,613,1057
42.635537190082644,613,1058
42.67768595041322,613,1058
42.719834710743804,614,1058
42.76198347107438,614,1058
42.80413223140496,613,1059
42.84628099173554,612,1059
42.888429752066116,610,1060
42.93057851239669,607,1060
42.972727272727276,604,1061
43.01487603305785,602,1061
43.05702479338843,600,1061
43.099173553719005,598,1061
43.14132231404959,598,1060
43.183471074380165,596,1061
43.22561983471074,595,1060
43.267768595041325,595,1059
43.3099173553719,594,1059
43.35206611570248,592,1058
43.39421487603306,590,1057
43.43636363636364,589,1056
43.478512396694214,589,1056
43.52066115702479,588,1057
43.562809917355374,588,1057
43.60495867768595,587,1058
43.647107438016526,587,1058
43.68925619834711,586,1059
43.731404958677686,586,1060
43.77355371900826,586,1060
43.815702479338846,586,1060
43.85785123966942,586,1061
43.9,586,1061
43.94214876033058,586,1061
43.98429752066116,586,1060
44.026446280991735,584,1061
44.06859504132231,582,1061
44.110743801652895,581,1061
44.15289256198347,581,1061
44.19504132231405,580,1061
44.23719008264463,578,1061
44.27933884297521,577,1061
44.32148760330578,576,1062
44.36363636363637,576,1064
44.40578512396694,575,1067
44.44793388429752,573,1070
44.490082644628096,571,1073
44.53223140495868,568,1075
44.574380165289256,566,1076
44.61652892561983,565,1076
44.658677685950416,565,1077
44.70082644628099,564,1077
44.74297520661157,564,1078
44.78512396694215,564,1078
44.82727272727273,564,1079
44.869421487603304,563,1079
44.91157024793388,563,1079
44.953719008264464,563,1079
44.99586776859504,563,1079
45.03801652892562,562,1080
45.0801652892562,562,1080
45.12231404958678,562,1080
45.16446280991735,562,1080
45.20661157024794,561,1080
45.24876033057851,561,1080
45.29090909090909,561,1080
45.33305785123967,560,1080
45.37520661157025,560,1079
45.417355371900825,559,1079
45.4595041322314,558,1078
45.501652892561985,557,1078
45.54380165289256,556,1079
45.58595041322314,555,1081
45.62809917355372,554,1083
45.6702479338843,552,1084
45.712396694214874,551,1085
45.75454545454546,550,1085
45.796694214876034,548,1086
45.83884297520661,546,1086
45.88099173553719,544,1087
45.92314049586777,541,1088
45.965289256198346,540,1089
46.00743801652892,539,1089
46.049586776859506,539,1090
46.09173553719008,538,1089
46.13388429752066,537,1089
46.17603305785124,536,1090
46.21818181818182,534,1090
46.260330578512395,533,1091
46.30247933884298,533,1092
46.344628099173555,531,1092
46.38677685950413,529,1094
46.42892561983471,527,1095
46.47107438016529,525,1096
46.51322314049587,523,1097
46.555371900826444,521,1098
46.59752066115703,519,1099
46.6396694214876,518,1099
46.68181818181818,515,1099
46.72396694214876,515,1099
46.76611570247934,516,1099
46.808264462809916,516,1098
46.85041322314049,516,1098
46.892561983471076,516,1098
