index;run_id;beetle_id;runs_path;file;runs_start;runs_stop;POI;runs_dance;spontaneous_start;spontaneous_end;distance_cm;place;light;dance_by;at_run;condition;calibration_id;start_location;comment
88;61;ID85;;20230116_mirror_dance01_ID84_and_dance10_ID85.MTS;00:09:13;00:09:18.597;;00:09:18.597;;;460;outdoors;shift;hold;10;450cm_dance_run10_pre;20230116_dance10_ID85_measure.MTS;;
89;61;ID85;;20230116_mirror_dance01_ID84_and_dance10_ID85.MTS;00:09:23.634;00:09:48.159;;;;;460;outdoors;shift;hold;10;450cm_dance_run10_post;20230116_dance10_ID85_measure.MTS;;
90;62;ID87;;20230116_mirror_dance10_midroll_ID87_part1.MTS;00:10:20.416;00:10:34.472;00:10:26.174;00:10:34.472;;;460;outdoors;shift;no;10;450cm_midroll_run10;20230116_mirror_dance10_midroll_ID87_part2.MTS;;
91;62;ID87;;20230116_mirror_dance10_midroll_ID87_part2.MTS;00:00:00;00:00:07;;;;;460;outdoors;shift;no;10;450cm_midroll_run10;20230116_mirror_dance10_midroll_ID87_part2.MTS;;
92;63;ID131;;20230118_mirror_dance01_dance_ID131.MTS;00:01:49.128;00:01:51.648;;00:01:51.648;;;460;outdoors;shift;hold;1;450cm_dance_run01_pre;20230118_mirror_dance01_dance_ID131.MTS;;
93;63;ID131;;20230118_mirror_dance01_dance_ID131.MTS;00:02:00;00:02:11;;;;;460;outdoors;shift;hold;1;450cm_dance_run01_post;20230118_mirror_dance01_dance_ID131.MTS;;
94;64;ID132;;20230118_mirror_dance10_dance_ID132.MTS;00:02:29.714;00:02:33.438;;00:02:33.438;;;460;outdoors;shift;hold;10;450cm_dance_run10_pre;20230118_mirror_dance10_dance_ID132.MTS;;
95;64;ID132;;20230118_mirror_dance10_dance_ID132.MTS;00:02:42.672;00:02:54;;;;;460;outdoors;shift;hold;10;450cm_dance_run10_post;20230118_mirror_dance10_dance_ID132.MTS;;
96;65;ID133;;20230118_mirror_dance10_dance_ID133.MTS;00:06:52.913;00:06:56.425;;00:06:56.425;;;460;outdoors;shift;hold;10;450cm_dance_run10_pre;20230118_mirror_dance10_dance_ID133.MTS;;
97;65;ID133;;20230118_mirror_dance10_dance_ID133.MTS;00:07:01.642;00:007:10;;;;;460;outdoors;shift;hold;10;450cm_dance_run10_post;20230118_mirror_dance10_dance_ID133.MTS;;
98;66;ID134;;20230118_mirror_dance01_dance_ID134.MTS;00:02:06.502;00:02:09.560;;00:02:09.560;;;460;outdoors;shift;hold;1;450cm_dance_run01_pre;20230118_mirror_dance01_dance_ID134.MTS;;
99;66;ID134;;20230118_mirror_dance01_dance_ID134.MTS;00:02:12.438;00:02:23.957;;;;;460;outdoors;shift;hold;1;450cm_dance_run01_post;20230118_mirror_dance01_dance_ID134.MTS;;
100;67;ID135;;20230118_mirror_dance10_dance_ID135.MTS;00:04:08.425;00:04:12.565;;00:04:12.565;;;460;outdoors;shift;hold;10;450cm_dance_run10_pre;20230118_mirror_dance10_dance_ID135.MTS;;
101;67;ID135;;20230118_mirror_dance10_dance_ID135.MTS;00:04:23.9;00:04:40;;;;;460;outdoors;shift;hold;10;450cm_dance_run10_post;20230118_mirror_dance10_dance_ID135.MTS;;
102;68;ID136;;20230118_mirror_dance01_dance_ID136.MTS;00:01:43;00:01:45.622;;00:01:45.622;;;460;outdoors;shift;hold;1;450cm_dance_run01_pre;20230118_mirror_dance01_dance_ID136.MTS;;
103;68;ID136;;20230118_mirror_dance01_dance_ID136.MTS;00:01:50.662;00:02:07.577;;;;;460;outdoors;shift;hold;1;450cm_dance_run01_post;20230118_mirror_dance01_dance_ID136.MTS;;
104;69;ID137;;20230118_mirror_dance10_dance_ID137.MTS;00:03:43.692;00:03:46.569;;00:03:46.569;;;460;outdoors;shift;hold;10;450cm_dance_run10_pre;20230118_mirror_dance10_dance_ID137.MTS;;
105;69;ID137;;20230118_mirror_dance10_dance_ID137.MTS;00:03:55.48;00:04:06;;;;;460;outdoors;shift;hold;10;450cm_dance_run10_post;20230118_mirror_dance10_dance_ID137.MTS;;
106;70;ID138;;20230118_mirror_dance01_dance_ID138.MTS;00:03:44;00:03:47;;00:03:47;;;460;outdoors;shift;hold;1;450cm_dance_run01_pre;20230118_mirror_dance01_dance_ID138.MTS;;
107;70;ID138;;20230118_mirror_dance01_dance_ID138.MTS;00:03:58;00:04:05.6;;;;;460;outdoors;shift;hold;1;450cm_dance_run01_post;20230118_mirror_dance01_dance_ID138.MTS;;
108;71;ID139;;20230118_mirror_dance10_dance_ID139.MTS;00:02:51.3;00:02:54.736;;00:02:54.736;;;460;outdoors;shift;hold;10;450cm_dance_run10_pre;20230118_mirror_dance10_dance_ID139.MTS;;
109;71;ID139;;20230118_mirror_dance10_dance_ID139.MTS;00:03:03.196;00:03:13;;;;;460;outdoors;shift;hold;10;450cm_dance_run10_post;20230118_mirror_dance10_dance_ID139.MTS;;
110;72;ID140;;20230118_mirror_dance10_dance_ID140.MTS;00:02:34;00:02:37.452;;00:02:37.452;;;460;outdoors;shift;hold;10;450cm_dance_run10_pre;20230118_mirror_dance10_dance_ID140.MTS;;
111;72;ID140;;20230118_mirror_dance10_dance_ID140.MTS;00:02:41.234;00:03:01;;;;;460;outdoors;shift;hold;10;450cm_dance_run10_post;20230118_mirror_dance10_dance_ID140.MTS;;
112;73;B01;;20231115_10_dances_01_midroll_B01.MTS;00:04:33.835;00:05:56;00:04:36.531;;;;460;outdoors;shift;no;10;450cm_midroll_run10;20231115_10_dances_01_midroll_B01.MTS;;
113;74;B05;;20231115_10_dances_03_midroll_B05.MTS;00:02:40.4;00:02:51;00:02:43;;;;460;outdoors;shift;no;10;450cm_midroll_run10;20231115_10_dances_03_midroll_B05.MTS;;
114;75;B09;;20231115_10_dances_05_midroll_B09.MTS;00:02:08.714;00:02:18.437;00:02:11.234;;;;460;outdoors;shift;no;10;450cm_midroll_run10;20231115_10_dances_05_midroll_B09.MTS;;
115;76;B12;;20231115_10_dances_06_spontaneous_B12.MTS;00:02:18.534;00:02:39.238;00:02:20.960;;00:02:23.303,00:02:29.425;00:02:27,00:02:30.773;460;outdoors;shift;no;10;450cm_spontaneous_run10;20231115_10_dances_06_spontaneous_B12.MTS;;
116;77;B15;;20231115_10_dances_07_midroll_B15.MTS;00:02:04.122;00:02:13.7;00:02:06.731;;;;460;outdoors;shift;no;10;450cm_midroll_run10;20231115_10_dances_07_midroll_B15.MTS;;
117;78;B20;;20231116_10_dances_08_midroll_B20.MTS;00:02:30.143;00:02:42;00:02:34;;;;460;outdoors;shift;no;10;450cm_midroll_run10;20231116_10_dances_08_midroll_B20.MTS;;
118;79;B02;;20231115_01_dances_01_spontaneous_B02.MTS;00:02:46;00:03:16;00:02:47.962;;00:02:53.096;00:02:58;460;outdoors;shift;no;1;450cm_spontaneous_run01;20231115_01_dances_01_spontaneous_B02.MTS;;
119;80;B04;;20231115_01_dances_02_midroll_B04.MTS;00:02:51.7;00:03:11;00:02:55.255;;;;460;outdoors;shift;no;1;450cm_midroll_run01;20231115_01_dances_02_midroll_B04.MTS;;
120;81;B06;;20231115_01_dances_03_midroll_B06.MTS;00:04:59.664;00:05:16.137;00:05:03.645;;;;460;outdoors;shift;no;1;450cm_midroll_run01;20231115_01_dances_03_midroll_B06.MTS;;
121;82;B08;;20231115_01_dances_04_spontaneous_B08.MTS;00:02:44.635;00:03:19.563;00:02:47.698;;00:02:54.629;00:03:04;460;outdoors;shift;no;1;450cm_spontaneous_run01;20231115_01_dances_04_spontaneous_B08.MTS;;
122;83;B10;;20231115_01_dances_05_spontaneous_B10.MTS;00:01:15.725;00:01:30.5;00:01:20.375;;00:01:21;00:01:23;460;outdoors;shift;no;1;450cm_spontaneous_run01;20231115_01_dances_05_spontaneous_B10.MTS;;
123;84;B13;;20231115_01_dances_06_spontaneous_B13.MTS;00:02:17.169;00:02:51;00:02:21.578;;00:02:22.570,00:02:40;00:02:30.85,00:02:43.819;460;outdoors;shift;no;1;450cm_spontaneous_run01;20231115_01_dances_06_spontaneous_B13.MTS;;
124;85;B16;;20231115_01_dances_07_spontaneous_B16.MTS;00:01:34.054;00:02:09.794;00:01:38.918;;00:01:43;00:02:01.2;460;outdoors;shift;no;1;450cm_spontaneous_run01;20231115_01_dances_07_spontaneous_B16.MTS;;
125;86;B18;;20231116_01_dances_08_midroll_B18.MTS;00:01:42.876;00:01:55.126;00:01:46.215;;;;460;outdoors;shift;no;1;450cm_midroll_run01;20231116_01_dances_08_midroll_B18.MTS;;
126;87;B22;;20231116_01_dances_09_spontaneous_B22.MTS;00:05:06.151;00:05:34.419;00:05:09.120;;00:05:11;00:05:15;460;outdoors;shift;no;1;450cm_spontaneous_run01;20231116_01_dances_09_spontaneous_B22.MTS;;
127;88;B11;;20231115_02_dances_01_midroll_B11.MTS;00:02:55.339;00:03:29;00:02:58.489;;00:03:04;00:03:17.494;460;outdoors;shift;no;2;450cm_spontaneous_run02;20231115_02_dances_01_midroll_B11.MTS;;
128;89;B14;;20231115_02_dances_02_midroll_B14.MTS;00:02:25.275;00:02:40.938;00:02:29.147;;;;460;outdoors;shift;no;2;450cm_midroll_run02;20231115_02_dances_02_midroll_B14.MTS;;
129;90;B19;;20231116_02_dances_03_midroll_B19.MTS;00:02:32.751;00:02:50;00:02:37.163;;;;460;outdoors;shift;no;2;450cm_midroll_run02;20231116_02_dances_03_midroll_B19.MTS;;
130;91;B23;;20231116_02_dances_05_spontaneous_B23.MTS;00:01:54.760;00:02:10.78;00:01:57.554;;00:01:59;00:02:01.696;460;outdoors;shift;no;2;450cm_spontaneous_run02;20231116_02_dances_05_spontaneous_B23.MTS;;
131;92;B24;;20231116_02_dances_06_midroll_B24.MTS;00:03:09.937;00:03:28.749;00:03:13.534;;;;460;outdoors;shift;no;2;450cm_midroll_run02;20231116_02_dances_06_midroll_B24.MTS;;
132;93;B25;;20231116_02_dances_07_midroll_B25.MTS;00:03:01.016;00:03:14.6;00:03:04.886;;;;460;outdoors;shift;no;2;450cm_midroll_run02;20231116_02_dances_07_midroll_B25.MTS;;
133;94;B26;;20231116_02_dances_08_midroll_B26.MTS;00:02:17.363;00:02:39.058;00:02:20.065;;;;460;outdoors;shift;no;2;450cm_midroll_run02;20231116_02_dances_08_midroll_B26.MTS;;
134;95;B27;;20231117_02_dances_09_midroll_B27.MTS;00:02:47.709;00:02:59.677;00:02:50.771;;;;460;outdoors;shift;no;2;450cm_midroll_run02;20231117_02_dances_09_midroll_B27.MTS;;
