t,i,j
36.0,460,708
36.041666666666664,460,708
36.083333333333336,460,708
36.125,460,708
36.166666666666664,460,709
36.208333333333336,460,709
36.25,459,709
36.291666666666664,459,709
36.333333333333336,459,709
36.375,458,709
36.416666666666664,456,710
36.458333333333336,455,711
36.5,451,712
36.541666666666664,449,712
36.583333333333336,448,711
36.625,447,710
36.666666666666664,447,709
36.708333333333336,446,709
36.75,444,708
36.791666666666664,443,707
36.833333333333336,442,706
36.875,442,705
36.916666666666664,441,704
36.958333333333336,439,704
37.0,439,705
37.041666666666664,438,705
37.083333333333336,438,705
37.125,437,705
37.166666666666664,437,704
37.208333333333336,437,704
37.25,436,705
37.291666666666664,435,704
37.333333333333336,434,705
37.375,432,705
37.416666666666664,430,706
37.458333333333336,428,707
37.5,422,706
37.541666666666664,419,706
37.583333333333336,416,706
37.625,414,705
37.666666666666664,413,704
37.708333333333336,411,704
37.75,408,704
37.791666666666664,403,705
37.833333333333336,400,706
37.875,399,708
37.916666666666664,398,708
37.958333333333336,397,709
38.0,395,709
38.041666666666664,393,710
38.083333333333336,393,709
38.125,393,709
38.166666666666664,393,708
38.208333333333336,392,708
38.25,393,708
38.291666666666664,394,708
38.333333333333336,390,708
38.375,383,709
38.416666666666664,376,710
38.458333333333336,376,710
38.5,374,712
38.541666666666664,373,712
38.583333333333336,372,712
38.625,370,711
38.666666666666664,369,709
38.708333333333336,366,708
38.75,364,707
38.791666666666664,363,707
38.833333333333336,362,707
38.875,363,707
38.916666666666664,363,706
38.958333333333336,364,706
39.0,364,706
39.041666666666664,371,712
39.083333333333336,370,712
39.125,370,711
39.166666666666664,369,710
39.208333333333336,369,709
39.25,368,707
39.291666666666664,368,707
39.333333333333336,368,706
39.375,368,704
39.416666666666664,368,702
39.458333333333336,368,699
39.5,371,694
39.541666666666664,372,694
39.583333333333336,372,695
39.625,373,696
39.666666666666664,373,696
39.708333333333336,373,696
39.75,372,696
39.791666666666664,370,695
39.833333333333336,369,693
39.875,369,692
39.916666666666664,368,691
39.958333333333336,368,689
40.0,369,687
40.041666666666664,369,685
40.083333333333336,368,684
40.125,367,684
40.166666666666664,365,684
40.208333333333336,364,683
40.25,362,682
40.291666666666664,360,681
40.333333333333336,359,681
40.375,357,679
40.416666666666664,356,678
40.458333333333336,355,677
40.5,352,674
40.541666666666664,351,673
40.583333333333336,349,673
40.625,347,673
40.666666666666664,345,672
40.708333333333336,344,672
40.75,343,672
40.791666666666664,343,671
40.833333333333336,343,671
40.875,343,671
40.916666666666664,343,671
40.958333333333336,343,671
41.0,343,671
41.041666666666664,343,670
41.083333333333336,343,670
41.125,343,669
41.166666666666664,343,669
41.208333333333336,344,669
41.25,344,669
41.291666666666664,344,668
41.333333333333336,344,668
41.375,344,668
41.416666666666664,344,668
41.458333333333336,344,667
41.5,344,667
41.541666666666664,345,666
41.583333333333336,345,665
41.625,346,665
41.666666666666664,346,665
41.708333333333336,346,665
41.75,346,665
41.791666666666664,347,664
41.833333333333336,347,663
41.875,348,662
41.916666666666664,348,662
41.958333333333336,348,661
42.0,348,660
42.041666666666664,348,659
42.083333333333336,348,658
42.125,348,656
42.166666666666664,349,655
42.208333333333336,351,653
42.25,353,651
42.291666666666664,354,650
42.333333333333336,354,650
42.375,354,649
42.416666666666664,354,648
42.458333333333336,354,648
42.5,356,647
42.541666666666664,357,647
42.583333333333336,358,647
42.625,361,646
42.666666666666664,364,645
42.708333333333336,366,645
42.75,368,644
42.791666666666664,368,644
42.833333333333336,369,643
42.875,369,642
42.916666666666664,370,642
42.958333333333336,371,641
43.0,373,641
43.041666666666664,374,642
43.083333333333336,375,642
43.125,376,642
43.166666666666664,376,642
43.208333333333336,377,642
43.25,378,642
43.291666666666664,380,643
43.333333333333336,381,644
43.375,382,646
43.416666666666664,383,647
43.458333333333336,385,648
43.5,389,650
43.541666666666664,390,650
43.583333333333336,391,649
43.625,394,647
43.666666666666664,396,647
43.708333333333336,396,647
43.75,396,647
43.791666666666664,396,647
43.833333333333336,396,647
43.875,396,647
43.916666666666664,397,648
43.958333333333336,399,649
44.0,401,649
44.041666666666664,403,648
44.083333333333336,404,648
44.125,405,648
44.166666666666664,406,648
44.208333333333336,408,647
44.25,411,647
44.291666666666664,413,647
44.333333333333336,417,647
44.375,419,646
44.416666666666664,420,646
44.458333333333336,421,647
44.5,424,648
44.541666666666664,425,648
44.583333333333336,426,648
44.625,428,648
44.666666666666664,430,647
44.708333333333336,432,647
44.75,435,646
44.791666666666664,436,646
44.833333333333336,437,646
44.875,438,647
44.916666666666664,439,649
44.958333333333336,440,652
45.0,441,653
45.041666666666664,442,653
45.083333333333336,443,653
45.125,444,652
45.166666666666664,446,651
45.208333333333336,447,651
45.25,448,652
45.291666666666664,450,653
45.333333333333336,453,655
45.375,454,657
45.416666666666664,455,659
45.458333333333336,456,663
45.5,454,668
45.541666666666664,455,669
45.583333333333336,457,669
45.625,459,669
45.666666666666664,461,670
45.708333333333336,462,670
45.75,463,671
45.791666666666664,464,671
45.833333333333336,464,671
45.875,465,672
45.916666666666664,466,674
45.958333333333336,467,675
46.0,467,678
46.041666666666664,466,681
46.083333333333336,466,682
46.125,467,683
46.166666666666664,468,683
46.208333333333336,469,684
46.25,470,686
46.291666666666664,471,686
46.333333333333336,471,687
46.375,471,688
46.416666666666664,469,690
46.458333333333336,468,692
46.5,466,695
46.541666666666664,465,696
46.583333333333336,465,697
46.625,465,698
46.666666666666664,466,698
46.708333333333336,468,699
46.75,469,699
46.791666666666664,471,699
46.833333333333336,472,699
46.875,475,699
46.916666666666664,478,698
46.958333333333336,479,698
47.0,480,698
47.041666666666664,480,698
47.083333333333336,480,699
47.125,481,700
47.166666666666664,483,701
47.208333333333336,485,702
47.25,488,703
47.291666666666664,490,704
47.333333333333336,491,704
47.375,493,704
47.416666666666664,494,704
47.458333333333336,496,705
47.5,500,706
47.541666666666664,501,706
47.583333333333336,501,706
47.625,501,706
47.666666666666664,501,706
47.708333333333336,501,706
47.75,501,706
47.791666666666664,501,706
47.833333333333336,501,706
47.875,502,707
47.916666666666664,503,707
47.958333333333336,503,708
48.0,503,708
48.041666666666664,503,708
48.083333333333336,502,709
48.125,500,711
48.166666666666664,498,713
48.208333333333336,496,713
48.25,494,714
48.291666666666664,489,715
48.333333333333336,485,717
48.375,483,719
48.416666666666664,482,720
48.458333333333336,481,720
48.5,482,720
48.541666666666664,484,721
48.583333333333336,486,722
48.625,490,723
48.666666666666664,491,723
48.708333333333336,493,723
48.75,495,724
48.791666666666664,498,725
48.833333333333336,500,725
48.875,502,725
48.916666666666664,502,725
48.958333333333336,502,725
49.0,501,725
49.041666666666664,500,726
49.083333333333336,499,726
49.125,499,727
49.166666666666664,499,728
49.208333333333336,499,728
49.25,499,729
49.291666666666664,500,731
49.333333333333336,502,732
49.375,504,733
49.416666666666664,505,735
49.458333333333336,507,737
49.5,511,740
