t,i,j
378.0,470,807
378.0416666666667,461,807
378.0833333333333,460,807
378.125,458,807
378.1666666666667,458,806
378.2083333333333,457,805
378.25,456,803
378.2916666666667,455,800
378.3333333333333,454,798
378.375,454,798
378.4166666666667,454,799
378.4583333333333,455,799
378.5,455,799
378.5416666666667,455,799
378.5833333333333,454,799
378.625,454,799
378.6666666666667,452,798
378.7083333333333,451,798
378.75,450,797
378.7916666666667,449,796
378.8333333333333,446,794
378.875,445,793
378.9166666666667,442,791
378.9583333333333,441,791
379.0,438,790
379.0416666666667,434,790
379.0833333333333,431,790
379.125,428,790
379.1666666666667,426,789
379.2083333333333,426,789
379.25,426,788
379.2916666666667,426,788
379.3333333333333,425,786
379.375,423,785
379.4166666666667,422,784
379.4583333333333,419,783
379.5,418,782
379.5416666666667,416,781
379.5833333333333,413,780
379.625,411,778
379.6666666666667,410,776
379.7083333333333,410,776
379.75,410,776
379.7916666666667,411,777
379.8333333333333,403,769
379.875,405,765
379.9166666666667,404,762
379.9583333333333,404,760
380.0,404,759
380.0416666666667,404,757
380.0833333333333,404,757
380.125,404,757
380.1666666666667,403,757
380.2083333333333,402,756
380.25,400,755
380.2916666666667,392,746
380.3333333333333,393,745
380.375,392,741
380.4166666666667,391,740
380.4583333333333,390,740
380.5,388,740
380.5416666666667,386,739
380.5833333333333,385,743
380.625,386,743
380.6666666666667,383,738
380.7083333333333,382,738
380.75,377,736
380.7916666666667,377,736
380.8333333333333,376,736
380.875,374,733
380.9166666666667,374,731
380.9583333333333,375,731
381.0,374,729
381.0416666666667,374,729
381.0833333333333,373,728
381.125,372,726
381.1666666666667,369,721
381.2083333333333,368,719
381.25,367,718
381.2916666666667,366,716
381.3333333333333,366,717
381.375,364,715
381.4166666666667,363,711
381.4583333333333,362,709
381.5,363,707
381.5416666666667,365,707
381.5833333333333,368,707
381.625,368,705
381.6666666666667,368,702
381.7083333333333,367,701
381.75,366,700
381.7916666666667,364,700
381.8333333333333,362,699
381.875,360,699
381.9166666666667,358,698
381.9583333333333,356,696
382.0,353,694
382.0416666666667,351,693
382.0833333333333,349,694
382.125,347,694
382.1666666666667,346,693
382.2083333333333,345,692
382.25,346,692
382.2916666666667,346,692
382.3333333333333,346,692
382.375,345,692
382.4166666666667,344,692
382.4583333333333,344,692
382.5,344,692
382.5416666666667,344,692
382.5833333333333,343,692
382.625,343,692
382.6666666666667,343,692
382.7083333333333,343,692
382.75,343,692
382.7916666666667,343,692
382.8333333333333,343,692
382.875,343,692
382.9166666666667,343,692
382.9583333333333,344,692
383.0,345,693
383.0416666666667,346,693
383.0833333333333,346,693
383.125,347,693
383.1666666666667,346,693
383.2083333333333,347,693
383.25,346,692
383.2916666666667,347,692
383.3333333333333,347,692
383.375,347,692
383.4166666666667,347,692
383.4583333333333,347,692
383.5,347,692
383.5416666666667,346,692
383.5833333333333,346,692
383.625,345,692
383.6666666666667,345,692
383.7083333333333,345,691
383.75,345,691
383.7916666666667,345,690
383.8333333333333,344,690
383.875,344,690
383.9166666666667,344,690
383.9583333333333,344,690
384.0,344,689
384.0416666666667,344,689
384.0833333333333,344,689
384.125,344,689
384.1666666666667,343,689
384.2083333333333,344,688
384.25,344,688
384.2916666666667,344,688
384.3333333333333,344,688
384.375,344,688
384.4166666666667,344,688
384.4583333333333,344,688
384.5,344,688
384.5416666666667,344,688
384.5833333333333,344,688
384.625,344,688
384.6666666666667,345,688
384.7083333333333,345,688
384.75,345,688
384.7916666666667,345,688
384.8333333333333,345,688
384.875,345,688
384.9166666666667,345,688
384.9583333333333,345,688
385.0,345,688
385.0416666666667,345,688
385.0833333333333,345,687
385.125,345,687
385.1666666666667,345,688
385.2083333333333,345,687
385.25,345,687
385.2916666666667,345,687
385.3333333333333,345,687
385.375,345,687
385.4166666666667,345,687
385.4583333333333,345,687
385.5,345,688
385.5416666666667,345,688
385.5833333333333,345,688
