dance_by,r,color,mean_resultant_vector,lower,upper
disrupt,25.21212121212121,"RGB{N0f8}(0.0, 0.153, 0.706)",0.17160049594476728,0.07292861627486553,0.3152532234555768
disrupt,25.444444444444443,"RGB{N0f8}(0.0, 0.153, 0.706)",0.17077273478763572,0.07216766687085414,0.3150492769563142
disrupt,25.67676767676768,"RGB{N0f8}(0.0, 0.153, 0.706)",0.16993676101849625,0.07143361788364631,0.3148262725336521
disrupt,25.90909090909091,"RGB{N0f8}(0.0, 0.153, 0.706)",0.16923294281726786,0.07068623363950967,0.3146354643447651
disrupt,26.141414141414142,"RGB{N0f8}(0.0, 0.153, 0.706)",0.16831447085418402,0.06993600081368831,0.3148123323195815
disrupt,26.373737373737374,"RGB{N0f8}(0.0, 0.153, 0.706)",0.1673920800446846,0.06924977503547626,0.3142872736361613
disrupt,26.606060606060606,"RGB{N0f8}(0.0, 0.153, 0.706)",0.1665657025392313,0.06846060261621374,0.31418702453724595
disrupt,26.838383838383837,"RGB{N0f8}(0.0, 0.153, 0.706)",0.16569765157353872,0.06777802340444722,0.3142284612689374
disrupt,27.07070707070707,"RGB{N0f8}(0.0, 0.153, 0.706)",0.1650798982031182,0.06720129534704086,0.3137806282485985
disrupt,27.303030303030305,"RGB{N0f8}(0.0, 0.153, 0.706)",0.1644046598728151,0.06666937566563419,0.31357561092691616
disrupt,27.535353535353536,"RGB{N0f8}(0.0, 0.153, 0.706)",0.16354984250520335,0.06609790951759414,0.31320671754132606
disrupt,27.767676767676768,"RGB{N0f8}(0.0, 0.153, 0.706)",0.1626534695667812,0.0653695634257434,0.31334680643116225
disrupt,28.0,"RGB{N0f8}(0.0, 0.153, 0.706)",0.16185679152984306,0.06467412790795471,0.313187287708308
no,5.0,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7027603269318925,0.5698335959279275,0.8151247764120706
no,5.232323232323233,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7017062418133748,0.570169795170898,0.8130256703917466
no,5.4646464646464645,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7004113157509073,0.5700923387538895,0.810924536867066
no,5.696969696969697,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6992752539006338,0.5705333314931599,0.8085756133502919
no,5.929292929292929,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6979555770436598,0.5710387331543757,0.8064644207682248
no,6.161616161616162,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6966961973733969,0.5711755531961025,0.804155173577561
no,6.393939393939394,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6955799377885403,0.5711448873834624,0.8021258324795173
no,6.626262626262626,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6943965762474196,0.5713446056491275,0.8002248492491881
no,6.858585858585859,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6931069370598284,0.5713656030830855,0.7979834818766529
no,7.090909090909091,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6920340271537747,0.5713313009498059,0.7958588621184587
no,7.3232323232323235,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6908279586653354,0.5714098576368091,0.7938768691295703
no,7.555555555555555,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6896737594277553,0.5713963851937425,0.7919142919436031
no,7.787878787878788,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6882928833086224,0.5712156421010709,0.7898766421166846
no,8.02020202020202,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6871613235881732,0.5711276294657531,0.787690490862793
no,8.252525252525253,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6860804480198477,0.5710170054255564,0.7856763251956154
no,8.484848484848484,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6850375666569333,0.5711041290493225,0.7830374480401112
no,8.717171717171718,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6839620330062135,0.5711975012702917,0.7810092761272225
no,8.94949494949495,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6827408180917185,0.5711151179240521,0.7786782323438634
no,9.181818181818182,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6814207664810047,0.57102517421603,0.7769786904776034
no,9.414141414141413,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6801187225921649,0.5709552491033568,0.7750224339013313
no,9.646464646464647,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6788209409430838,0.570859160990646,0.7730786323782272
no,9.878787878787879,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6776408013077377,0.5705297438773898,0.7710305394334647
no,10.11111111111111,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6764146181400841,0.5707275670704086,0.7689559748011536
no,10.343434343434344,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6753587968262118,0.5707916026920288,0.7669462587752766
no,10.575757575757576,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6740753817683902,0.5706311084690198,0.7649497974986449
no,10.808080808080808,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6729991247450762,0.5706331619792657,0.7628715364761515
no,11.04040404040404,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6718603199257727,0.5701637751012011,0.7609960711329082
no,11.272727272727273,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6706778029432011,0.5698286643055888,0.7591493121086654
no,11.505050505050505,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6693081719923952,0.569524150094232,0.7572876006875439
no,11.737373737373737,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6682012099160481,0.5692253679766488,0.7554900229649523
no,11.969696969696969,"RGB{N0f8}(0.502, 0.502, 0.502)",0.667011849910713,0.5685026306919723,0.7535655070773657
no,12.202020202020202,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6657499853827513,0.5679361638061811,0.7518764096827325
no,12.434343434343434,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6646140754931136,0.5671057857729268,0.7503528982360612
no,12.666666666666666,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6634380178378206,0.5667686283387918,0.748842186540334
no,12.8989898989899,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6621845147090533,0.5658014129939709,0.7474750624980692
no,13.131313131313131,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6610406948566558,0.5651349851706424,0.74569025752285
no,13.363636363636363,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6598527835241053,0.5640363035556899,0.7437700645276224
no,13.595959595959595,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6585739499874974,0.5628810052854176,0.7421808179208487
no,13.828282828282829,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6570812341532462,0.5615051174805413,0.7409575900595534
no,14.06060606060606,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6556853664223816,0.5605119984146245,0.7392175710286253
no,14.292929292929292,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6544106940244745,0.559750147254283,0.7376892780723352
no,14.525252525252526,"RGB{N0f8}(0.502, 0.502, 0.502)",0.653191513784522,0.5587403311159306,0.73615770802367
no,14.757575757575758,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6518897724003018,0.5574397287125005,0.7346237912469135
no,14.98989898989899,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6505975819473587,0.5560005371287788,0.7333119797331229
no,15.222222222222221,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6492350525156969,0.5545794913485103,0.7322162539464905
no,15.454545454545455,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6478131416076649,0.5527758420467529,0.7306871778635692
no,15.686868686868687,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6464865946671543,0.5511004037152303,0.7292584267360067
no,15.919191919191919,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6450566768804686,0.5498428404628997,0.7282239432136955
no,16.151515151515152,"RGB{N0f8}(0.502, 0.502, 0.502)",0.643718460471925,0.5487747691742836,0.7270463190671663
no,16.383838383838384,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6426818774300234,0.5477084659028938,0.7264680963300393
no,16.616161616161616,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6412921931349749,0.5463028268169156,0.725782722452941
no,16.848484848484848,"RGB{N0f8}(0.502, 0.502, 0.502)",0.640059523890352,0.5445406559162685,0.7241382109647274
no,17.08080808080808,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6386316513266735,0.5426303666352675,0.7231672089837884
no,17.31313131313131,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6371934532513603,0.5409107785499861,0.722385051762244
no,17.545454545454547,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6358270737581697,0.5387660177607909,0.7216436823684197
no,17.77777777777778,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6344859601502284,0.5370243843731048,0.7210395226512778
no,18.01010101010101,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6331745930946131,0.5351117898713633,0.7206718317275782
no,18.242424242424242,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6318716217744275,0.5334343854963487,0.7196800646881167
no,18.474747474747474,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6306507770891955,0.531314237947177,0.7189434142954434
no,18.707070707070706,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6292285590014484,0.529012592873672,0.7186639263999667
no,18.939393939393938,"RGB{N0f8}(0.502, 0.502, 0.502)",0.627884471831041,0.5274182682020777,0.7181602333609898
no,19.171717171717173,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6266314443283656,0.5255342216412777,0.7179698728059332
no,19.404040404040405,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6252771317433041,0.5229926191163067,0.717130512766635
no,19.636363636363637,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6239538915035441,0.5208456171492595,0.7161913690979782
no,19.86868686868687,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6226198523840827,0.5188407530978023,0.7156287169217628
no,20.1010101010101,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6212773503629012,0.5172870513222186,0.7152880591893251
no,20.333333333333332,"RGB{N0f8}(0.502, 0.502, 0.502)",0.619993859087306,0.5152083732595625,0.715078306410543
no,20.565656565656564,"RGB{N0f8}(0.502, 0.502, 0.502)",0.618797447205343,0.5125863718553192,0.7143948394752548
no,20.7979797979798,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6175541021793913,0.510361962605749,0.7138910156261126
no,21.03030303030303,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6161965989817648,0.5079795765097164,0.7138487835987259
no,21.262626262626263,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6146262094668795,0.5058477878109395,0.7138790609899112
no,21.494949494949495,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6132302578009798,0.5031063182086727,0.7135943581088086
no,21.727272727272727,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6119342446340807,0.5003731131656992,0.7133377200070099
no,21.95959595959596,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6104231402121454,0.49790365322323793,0.7133755849476254
no,22.19191919191919,"RGB{N0f8}(0.502, 0.502, 0.502)",0.609067190300774,0.4953876906015831,0.7132281872216315
no,22.424242424242426,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6076378638859625,0.49255860085121694,0.7130199295485949
no,22.656565656565657,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6062839289783432,0.4898931418404578,0.7128257438048241
no,22.88888888888889,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6049146675102716,0.4872537163892915,0.7129885700676054
no,23.12121212121212,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6035179444340089,0.4843848300475835,0.7128737108561151
no,23.353535353535353,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6020397574134082,0.4818218519442036,0.7129629643280951
no,23.585858585858585,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6006019033447645,0.47892287765857094,0.7130817788263923
no,23.818181818181817,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5990907164137156,0.47613167266396994,0.7132540183744941
no,24.050505050505052,"RGB{N0f8}(0.502, 0.502, 0.502)",0.597678441106861,0.473402493613379,0.7134779712356554
no,24.282828282828284,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5964917945008872,0.4705389867833095,0.7134609320556712
no,24.515151515151516,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5952838769642578,0.467578531020439,0.7136210591668934
no,24.747474747474747,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5936044999604088,0.46499487767374736,0.7135172055956419
no,24.97979797979798,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5921412901008571,0.46236049170063453,0.7138358084109107
no,25.21212121212121,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5907484867457349,0.459318628836638,0.7139323096347748
no,25.444444444444443,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5892380432545311,0.4564231481774317,0.714055417757226
no,25.67676767676768,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5876878927157114,0.45307834074100267,0.7142188475381188
no,25.90909090909091,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5864173391141689,0.4501651441110455,0.7149624524576585
no,26.141414141414142,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5850299099379914,0.44655738100509,0.7153613006727277
no,26.373737373737374,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5835208497435578,0.4435790022831081,0.7153633107085958
no,26.606060606060606,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5821219084803779,0.440878265682181,0.7156933350410443
no,26.838383838383837,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5806828790080466,0.43807903110857443,0.7161799400108178
no,27.07070707070707,"RGB{N0f8}(0.502, 0.502, 0.502)",0.579263208558947,0.434724215541726,0.7163848822048
no,27.303030303030305,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5779966515969284,0.4319304226754251,0.7167805066279094
no,27.535353535353536,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5765365532990623,0.42852677156242514,0.7171775571198115
no,27.767676767676768,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5750247356987667,0.42555237258705536,0.7174858959775448
no,28.0,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5736095777437533,0.42200424540664533,0.7175435689240409
hold,5.0,"RGB{N0f8}(0.471, 0.0, 0.0)",0.25764379019309447,0.12407361589994441,0.44786202886728227
hold,5.232323232323233,"RGB{N0f8}(0.471, 0.0, 0.0)",0.25666452100268067,0.12369935030321515,0.4448488364401385
hold,5.4646464646464645,"RGB{N0f8}(0.471, 0.0, 0.0)",0.25584585766165147,0.12321839611057442,0.4425752466021094
hold,5.696969696969697,"RGB{N0f8}(0.471, 0.0, 0.0)",0.2546204253087949,0.12270326944199378,0.4397887778540252
hold,5.929292929292929,"RGB{N0f8}(0.471, 0.0, 0.0)",0.25361014763552575,0.12251893351180088,0.43772903064677265
hold,6.161616161616162,"RGB{N0f8}(0.471, 0.0, 0.0)",0.2526012668995339,0.12203562174452619,0.4345316191389045
hold,6.393939393939394,"RGB{N0f8}(0.471, 0.0, 0.0)",0.25153766784636933,0.12183184407159389,0.43165375128470296
hold,6.626262626262626,"RGB{N0f8}(0.471, 0.0, 0.0)",0.25063671452273717,0.12140215764665363,0.42919974644135833
hold,6.858585858585859,"RGB{N0f8}(0.471, 0.0, 0.0)",0.24968574919215514,0.12101383165763557,0.42718892707917944
hold,7.090909090909091,"RGB{N0f8}(0.471, 0.0, 0.0)",0.2485626465052725,0.12074571361299873,0.4250320460490976
hold,7.3232323232323235,"RGB{N0f8}(0.471, 0.0, 0.0)",0.24741623877437868,0.1204999369384635,0.42224825105778274
hold,7.555555555555555,"RGB{N0f8}(0.471, 0.0, 0.0)",0.2462854216315365,0.11985894446306589,0.4204954418875884
hold,7.787878787878788,"RGB{N0f8}(0.471, 0.0, 0.0)",0.24504727141192656,0.11924319930473859,0.4179175725582899
hold,8.02020202020202,"RGB{N0f8}(0.471, 0.0, 0.0)",0.24404725583907405,0.11873863263247462,0.41601014506880446
hold,8.252525252525253,"RGB{N0f8}(0.471, 0.0, 0.0)",0.24288859663057738,0.11835072398930656,0.4141677626127548
hold,8.484848484848484,"RGB{N0f8}(0.471, 0.0, 0.0)",0.2417993109247534,0.11835837415137386,0.4119481323615137
