at_run,r,color,mean_resultant_vector,lower,upper
1,5.0,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7888452154898964,0.6802276381586129,0.8723818976429619
1,5.232323232323233,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7865066287107476,0.6784457896915507,0.870449481961588
1,5.4646464646464645,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7840818476810668,0.6764531820616173,0.8683651841349653
1,5.696969696969697,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7816518442800768,0.6747349902781997,0.8660243735039845
1,5.929292929292929,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7791963875542209,0.6727543586670093,0.8637697440212823
1,6.161616161616162,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7767003488612187,0.6704919820935812,0.861447871407429
1,6.393939393939394,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7742026390153278,0.6685263362849775,0.8587855454278469
1,6.626262626262626,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7718205014746069,0.666566287032834,0.8566216683145079
1,6.858585858585859,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7693528431729968,0.6644699936129362,0.85424055280237
1,7.090909090909091,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7668770957707284,0.6626361042633796,0.8516801253278498
1,7.3232323232323235,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7643324480315573,0.6604964253637761,0.8493425090011214
1,7.555555555555555,"RGB{N0f8}(0.502, 0.502, 0.502)",0.76173188733873,0.6585763098226023,0.8468738970905887
1,7.787878787878788,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7591475250265333,0.6564451871131334,0.8443591297681516
1,8.02020202020202,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7566360233491469,0.6543257896717738,0.8419440882266663
1,8.252525252525253,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7539413714852963,0.6522596582983776,0.8394232838663036
1,8.484848484848484,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7514040777960318,0.6503927267393652,0.8368383015944003
1,8.717171717171718,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7486632553255295,0.6481420557009266,0.8343402867976909
1,8.94949494949495,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7460570947600721,0.6457603248273935,0.8317179806580052
1,9.181818181818182,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7434225402880312,0.6437211726530707,0.8292996961627637
1,9.414141414141413,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7408514989769196,0.6417264222954376,0.8265258572214967
1,9.646464646464647,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7381515801435888,0.6397935173221759,0.82384998164202
1,9.878787878787879,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7355768008536991,0.6373097162389456,0.8212422678673955
