t,i,j
107.76,411,964
107.8020606060606,411,963
107.84412121212121,412,961
107.88618181818183,413,962
107.92824242424243,413,964
107.97030303030303,413,965
108.01236363636363,413,963
108.05442424242425,413,962
108.09648484848485,412,963
108.13854545454545,411,964
108.18060606060607,409,965
108.22266666666667,407,964
108.26472727272727,405,964
108.30678787878787,403,964
108.34884848484849,401,966
108.39090909090909,399,967
108.43296969696969,397,967
108.47503030303031,395,966
108.51709090909091,393,968
108.55915151515151,391,968
108.60121212121211,389,967
108.64327272727273,387,965
108.68533333333333,385,964
108.72739393939393,383,965
108.76945454545455,380,966
108.81151515151515,377,966
108.85357575757575,375,965
108.89563636363637,374,966
108.93769696969697,373,967
108.97975757575757,371,968
109.02181818181818,370,968
109.06387878787879,370,968
109.1059393939394,368,971
109.148,367,974
109.19006060606061,367,977
109.23212121212121,368,977
109.27418181818182,370,975
109.31624242424242,369,976
109.35830303030303,367,978
109.40036363636364,366,979
109.44242424242424,364,979
109.48448484848485,362,979
109.52654545454546,360,981
109.56860606060606,357,984
109.61066666666666,356,984
109.65272727272728,356,984
109.69478787878788,356,984
109.73684848484848,355,984
109.7789090909091,355,985
109.8209696969697,353,985
109.8630303030303,352,985
109.90509090909092,350,986
109.94715151515152,347,989
109.98921212121212,344,994
110.03127272727272,334,1002
110.07333333333334,330,1005
110.11539393939394,330,1005
110.15745454545454,329,1006
110.19951515151516,327,1008
110.24157575757576,326,1008
110.28363636363636,326,1009
110.32569696969696,327,1010
110.36775757575758,327,1013
110.40981818181818,328,1014
110.45187878787878,329,1015
110.4939393939394,329,1015
110.536,329,1015
110.5780606060606,329,1016
110.6201212121212,327,1015
110.66218181818182,325,1014
110.70424242424242,322,1014
110.74630303030303,321,1014
110.78836363636364,321,1015
110.83042424242424,321,1016
110.87248484848485,320,1016
110.91454545454546,319,1018
110.95660606060606,319,1019
110.99866666666667,318,1020
111.04072727272727,315,1020
111.08278787878788,314,1021
111.12484848484848,313,1022
111.16690909090909,313,1022
111.2089696969697,313,1023
111.2510303030303,313,1023
111.2930909090909,311,1024
111.33515151515151,306,1032
111.37721212121212,314,1033
111.41927272727273,315,1033
111.46133333333333,313,1032
111.50339393939394,303,1034
111.54545454545455,293,1038
111.58751515151515,292,1038
111.62957575757575,289,1040
111.67163636363637,289,1039
111.71369696969697,299,1046
111.75575757575757,301,1046
111.79781818181819,301,1046
111.83987878787879,301,1046
111.88193939393939,302,1046
111.924,302,1046
111.96606060606061,302,1045
112.00812121212121,302,1045
112.05018181818181,303,1044
