t,i,j
78.0,513,941
78.0418118466899,513,941
78.08362369337979,513,941
78.12543554006969,513,941
78.16724738675958,513,941
78.20905923344948,513,941
78.25087108013938,512,941
78.29268292682927,512,941
78.33449477351917,512,941
78.37630662020906,513,941
78.41811846689896,514,942
78.45993031358886,515,943
78.50174216027875,516,943
78.54355400696865,517,944
78.58536585365853,519,945
78.62717770034843,521,946
78.66898954703832,524,947
78.71080139372822,526,949
78.75261324041811,528,950
78.79442508710801,529,951
78.8362369337979,531,952
78.8780487804878,535,953
78.9198606271777,538,954
78.9616724738676,539,954
79.00348432055749,539,955
79.04529616724739,539,956
79.08710801393728,538,956
79.12891986062718,538,957
79.17073170731707,539,959
79.21254355400697,540,960
79.25435540069687,542,962
79.29616724738676,545,962
79.33797909407666,549,962
79.37979094076655,552,962
79.42160278745645,555,967
79.46341463414635,557,971
79.50522648083624,559,975
79.54703832752614,561,977
79.58885017421603,564,978
79.63066202090593,566,978
79.67247386759581,568,980
79.71428571428571,567,978
79.7560975609756,566,975
79.7979094076655,566,979
79.8397212543554,566,980
79.88153310104529,566,977
79.92334494773519,567,977
79.96515679442508,569,976
80.00696864111498,570,976
80.04878048780488,572,977
80.09059233449477,574,978
80.13240418118467,575,979
80.17421602787456,576,978
80.21602787456446,576,975
80.25783972125436,577,976
80.29965156794425,579,977
80.34146341463415,580,978
80.38327526132404,580,978
80.42508710801394,583,979
80.46689895470384,585,981
80.50871080139373,586,982
80.55052264808363,588,985
80.59233449477352,590,986
80.63414634146342,591,985
80.67595818815332,593,986
80.71777003484321,593,986
80.7595818815331,593,986
80.80139372822299,593,987
80.84320557491289,593,987
80.88501742160278,593,987
80.92682926829268,593,987
80.96864111498257,593,987
81.01045296167247,593,988
81.05226480836237,594,988
81.09407665505226,594,988
81.13588850174216,593,988
81.17770034843205,593,989
81.21951219512195,593,990
81.26132404181185,595,991
81.30313588850174,597,992
81.34494773519164,599,994
81.38675958188153,601,995
81.42857142857143,602,997
81.47038327526133,602,998
81.51219512195122,603,999
81.55400696864112,604,1000
81.59581881533101,605,1001
81.63763066202091,607,1003
81.6794425087108,608,1004
81.7212543554007,609,1005
81.7630662020906,609,1005
81.8048780487805,610,1006
81.84668989547038,610,1006
81.88850174216027,612,1007
81.93031358885017,614,1008
81.97212543554006,616,1010
82.01393728222996,618,1012
82.05574912891986,619,1015
82.09756097560975,620,1018
82.13937282229965,622,1021
82.18118466898954,622,1020
