name,condition,before_cordlength,after_cordlength,before_curvelength,after_curvelength,before_straightness,after_straightness,before_cumulative_angle,after_cumulative_angle
20220228_1roll_midroll_B01,midroll_run01,77.30505573292987,418.1536980684494,82.64966088799113,666.5038168544895,0.9353342155595242,0.6273838011039332,-72.39980726533673,-161.6212966392593
20220228_1roll_midroll_B02,midroll_run01,72.24064517714623,397.8337803751019,75.15553551995929,866.0945726953007,0.9612152275591339,0.45934219300905743,-70.33933502893895,165.14987215590088
20220212_9rolls_midroll_B01,midroll_run10,54.26915531479017,360.26711522996334,64.10741470876283,424.4918274176602,0.8465347660848992,0.8487021232460483,-58.70522424677529,100.78498111393252
20220212_9rolls_midroll_B04,midroll_run10,63.811381956667105,393.4023520481083,64.33067255356909,597.8849341069769,0.9919277915761014,0.6579900740193574,19.630527811896542,-78.36438939749497
