light,r,color,mean_resultant_vector,lower,upper
dark,19.444444444444443,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6173475704388688,0.46287098110034136,0.7519231291233263
dark,19.666666666666668,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6145594552500888,0.4599642458913174,0.749752938650423
dark,19.88888888888889,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6117350185851519,0.45753862225963193,0.7476113229779862
dark,20.11111111111111,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6089987267104449,0.4543206415942131,0.7457584662341334
dark,20.333333333333332,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6062479934969618,0.4507968327056055,0.7436864036922166
dark,20.555555555555557,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6036038422011484,0.4475832695024007,0.741553738764313
dark,20.77777777777778,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6006992527706412,0.44429131252926046,0.7393827621203293
dark,21.0,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5979782718618616,0.4408208140997257,0.7372539837131343
dark,21.22222222222222,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5950415258903161,0.4373602145810497,0.7350814123414184
dark,21.444444444444443,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5921961544017191,0.4341190344959448,0.7329105893176844
dark,21.666666666666668,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5895270834939513,0.4307518096664425,0.7308199383190569
dark,21.88888888888889,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5867361860160505,0.4275663047919685,0.7289527621952002
dark,22.11111111111111,"RGB{N0f8}(0.502, 0.502, 0.502)",0.584029386708334,0.4240689761641762,0.7266574295711393
dark,22.333333333333332,"RGB{N0f8}(0.502, 0.502, 0.502)",0.581214939680337,0.42073598463140494,0.724344715456403
dark,22.555555555555557,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5784341398217068,0.41778886006667143,0.7221707978605114
dark,22.77777777777778,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5755366220529198,0.4142437083850296,0.7201810380835693
dark,23.0,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5727490448362591,0.4107859837964733,0.7180738567714624
dark,23.22222222222222,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5699708911650971,0.40805618968210794,0.7162519680904685
dark,23.444444444444443,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5670113676012973,0.40519927169873426,0.7142799593430241
dark,23.666666666666668,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5642592642937863,0.40217373873823997,0.7118764209153026
dark,23.88888888888889,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5614744431420995,0.39879780975309076,0.7096517908158076
dark,24.11111111111111,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5586604638459515,0.39573729691127224,0.7071453282870955
dark,24.333333333333332,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5559258335030305,0.39286368232010616,0.7051132324296784
dark,24.555555555555557,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5530779105012462,0.39003092317230764,0.7026464803743236
dark,24.77777777777778,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5503874892740797,0.38690764003204103,0.7004018119678896
dark,25.0,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5475298275745554,0.3837174942028055,0.6982108578477078
dark,25.22222222222222,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5446884821939124,0.38094921549632105,0.6958321664245903
dark,25.444444444444443,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5419850484633965,0.3778353321295977,0.6937642137417313
dark,25.666666666666668,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5391270179778417,0.3744259537047716,0.691737374629236
dark,25.88888888888889,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5362006766220906,0.37114728962390836,0.6895304536131339
dark,26.11111111111111,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5332317948952291,0.3677359209566385,0.6871912788655223
dark,26.333333333333332,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5303424926151589,0.3646591525146508,0.6850405731134188
dark,26.555555555555557,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5273191675831543,0.3617392491110152,0.6826298862612319
