at_run,r,color,mean_resultant_vector,lower,upper
1,13.666666666666666,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6932687171530518,0.5474913074706318,0.8099418386621384
1,13.88888888888889,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6903617656478294,0.5443101635842817,0.8076390336068211
1,14.11111111111111,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6875321998041678,0.5409196372349753,0.8056108002553731
1,14.333333333333334,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6846834928429513,0.5373599776621303,0.8036536599438726
1,14.555555555555555,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6816726597197448,0.533783039542016,0.8015229694057239
1,14.777777777777779,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6788559306971358,0.5301903948581062,0.7994329218434058
1,15.0,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6758329178589298,0.5268466657673453,0.7972095236628426
1,15.222222222222221,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6728603593798985,0.5231508099897039,0.7950056430784623
1,15.444444444444445,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6697978048751014,0.5194886457879225,0.7928184969713093
1,15.666666666666666,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6666999702280987,0.5160490952989109,0.7904812443690516
1,15.88888888888889,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6635546377111327,0.512213418773771,0.7882659535986487
1,16.11111111111111,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6605130547392783,0.5086605231305786,0.7858950100103865
1,16.333333333333332,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6573650056054205,0.5054366942398111,0.7835878277666857
1,16.555555555555557,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6544379727682557,0.5020717680592179,0.7813494843298124
1,16.77777777777778,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6512165801006478,0.4983385064109229,0.7788712041630343
1,17.0,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6481297750473145,0.4948262855769254,0.7765629971225149
1,17.22222222222222,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6450417693178017,0.4911266748248607,0.774108814588576
1,17.444444444444443,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6418907614820232,0.4881061869951039,0.7721681493632438
1,17.666666666666668,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6388825966300447,0.48456109287877236,0.769445647543185
1,17.88888888888889,"RGB{N0f8}(0.502, 0.502, 0.502)",0.635582165534518,0.4810174522624581,0.767151339884389
1,18.11111111111111,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6324009546108107,0.47784989161455743,0.7649891226750112
1,18.333333333333332,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6293537438478756,0.47407879214597987,0.7626365859220648
1,18.555555555555557,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6261799772748511,0.47009960390749167,0.7599307666546645
1,18.77777777777778,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6228582331925397,0.4669924478350404,0.7574747157449423
1,19.0,"RGB{N0f8}(0.502, 0.502, 0.502)",0.61970274481563,0.462889892593879,0.7544624781537165
1,19.22222222222222,"RGB{N0f8}(0.502, 0.502, 0.502)",0.616271650722102,0.4590561881870132,0.7521580996544915
1,19.444444444444443,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6130815365539664,0.45517307299550286,0.7497015264550718
1,19.666666666666668,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6099005976764822,0.45125965586704875,0.7470673180867817
1,19.88888888888889,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6068003303689103,0.4477442595896246,0.7443200976459033
1,20.11111111111111,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6037078165632739,0.4442357430422674,0.7414742651033268
1,20.333333333333332,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6005269548799234,0.4410556218875296,0.7388358871680417
1,20.555555555555557,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5972968939020462,0.43721596904585747,0.7360221149157816
1,20.77777777777778,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5941364022942996,0.4333155110772263,0.7333817616787084
1,21.0,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5908637482789016,0.42931546147593014,0.7305806981719554
1,21.22222222222222,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5875862694143108,0.4255358377026392,0.7283108895506849
1,21.444444444444443,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5843749275244817,0.4218816227271204,0.7257338506818176
1,21.666666666666668,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5809823164896166,0.4182078775332515,0.7235009589982222
1,21.88888888888889,"RGB{N0f8}(0.502, 0.502, 0.502)",0.57776724091024,0.4147359464184349,0.7208512096386449
1,22.11111111111111,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5744106582291306,0.4111377055997363,0.7184391579336585
1,22.333333333333332,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5713117056891202,0.4075599690459902,0.7159182719549247
1,22.555555555555557,"RGB{N0f8}(0.502, 0.502, 0.502)",0.567882166308128,0.40397880219542237,0.71310075674063
1,22.77777777777778,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5646203139767552,0.400656974391496,0.7105814789635396
1,23.0,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5612513633969167,0.39712382300667165,0.7079288903398655
1,23.22222222222222,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5578766470268469,0.39333883220554533,0.7053192013238487
1,23.444444444444443,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5546977762607167,0.38920475270598887,0.7027063011909191
1,23.666666666666668,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5514456045279601,0.38518823720885415,0.7000693898591295
1,23.88888888888889,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5480989931817748,0.3817955490734903,0.6972112760088363
1,24.11111111111111,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5447124370942901,0.37806416403362475,0.6942398708258035
1,24.333333333333332,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5412096381308451,0.3740094308165741,0.6913888146364517
1,24.555555555555557,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5379365183657521,0.37035544738372195,0.6887898200018852
1,24.77777777777778,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5344543716979487,0.36655965238055765,0.6856329960448116
1,25.0,"RGB{N0f8}(0.502, 0.502, 0.502)",0.53103236407172,0.36326712975977593,0.6827367947242108
1,25.22222222222222,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5278446376902817,0.3594531367166096,0.6803106064612207
1,25.444444444444443,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5244029971945247,0.3563844798239125,0.677645356992506
1,25.666666666666668,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5210569868705012,0.3530459619443071,0.6745720260997703
1,25.88888888888889,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5177985574460051,0.3493467218409498,0.6718294124807198
1,26.11111111111111,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5144332707571883,0.3456011447630381,0.6690768890975372
1,26.333333333333332,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5110634137146464,0.34194189248267653,0.6663150379129602
1,26.555555555555557,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5076187783384307,0.338257829710659,0.6633766766207109
1,26.77777777777778,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5042354510209901,0.3351320075904285,0.6609175405585571
1,27.0,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5009118359895848,0.33120659023967847,0.6583317286302346
10,5.0,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8800681569120075,0.7804089453345735,0.9545995681210614
10,5.222222222222222,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8786173623389686,0.7780655410078094,0.9538484554376908
10,5.444444444444445,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8772224241033271,0.7759491470518862,0.9531564797456784
10,5.666666666666667,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8757471068686891,0.7737669602084907,0.9524398539547326
10,5.888888888888889,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8742567138716647,0.7714212455170507,0.9517365710990703
10,6.111111111111111,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8727739967446168,0.7691637156925081,0.9510025881792448
10,6.333333333333333,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8712745551771034,0.766435585784972,0.9502774880991685
10,6.555555555555555,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8698379791106055,0.7641379160992724,0.9496083041956352
10,6.777777777777778,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8683236040244163,0.7617166417809773,0.9487290435432528
10,7.0,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8667901777434242,0.7593793586022956,0.9478380000876091
10,7.222222222222222,"RGB{N0f8}(0.0, 0.827, 1.0)",0.865317447604492,0.7568841864108564,0.9471143147312137
10,7.444444444444445,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8637248623117304,0.7543172553634002,0.9462349503017456
10,7.666666666666667,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8621199313416128,0.7517559711511688,0.9453969997239067
10,7.888888888888889,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8605584695503761,0.7494196225306392,0.9445922292601686
10,8.11111111111111,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8589058395824691,0.7467856498775816,0.9439092113528132
10,8.333333333333334,"RGB{N0f8}(0.0, 0.827, 1.0)",0.857234032853065,0.7442202465724547,0.9430181197179638
10,8.555555555555555,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8556011743812622,0.7419272008019822,0.9421613801497558
10,8.777777777777779,"RGB{N0f8}(0.0, 0.827, 1.0)",0.853965646101926,0.7393653845558407,0.9414193554624231
10,9.0,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8524084840156665,0.736635509636476,0.9406372044831515
10,9.222222222222221,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8507039785480128,0.7342804425836418,0.9398703596186367
10,9.444444444444445,"RGB{N0f8}(0.0, 0.827, 1.0)",0.848998700476034,0.7317105640335105,0.9389432009024902
10,9.666666666666666,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8472716224261432,0.7291438357967818,0.9381214449944587
10,9.88888888888889,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8454368527349616,0.7264379584169322,0.9373359009342965
10,10.11111111111111,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8436969137281207,0.7239186111520738,0.936535743924463
10,10.333333333333334,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8419421344062645,0.7210185636346864,0.9355269987780994
10,10.555555555555555,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8401683277476419,0.7181326381375092,0.9345630038619851
10,10.777777777777779,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8383169178488478,0.7156719352768505,0.9336917814629766
10,11.0,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8363790805867474,0.7131757614495196,0.9328643358457771
10,11.222222222222221,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8345436142412972,0.7105046507460248,0.9319954280364922
10,11.444444444444445,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8325728398218495,0.7077370165640481,0.931110344361946
10,11.666666666666666,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8307730268409999,0.7048128933633286,0.9302543580932683
10,11.88888888888889,"RGB{N0f8}(0.0, 0.827, 1.0)",0.82884640862287,0.7019562451005298,0.9291381683270293
10,12.11111111111111,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8269741254203238,0.6989415831694709,0.9282698663677512
10,12.333333333333334,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8250969433399656,0.6964158598453358,0.9273745380241772
10,12.555555555555555,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8229822828012121,0.6939192858550437,0.9264133135551876
10,12.777777777777779,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8209340968549044,0.6911916937476982,0.9253443377906029
10,13.0,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8189611644017778,0.6883680419214708,0.9242810967777194
10,13.222222222222221,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8169826071755037,0.6848979052495888,0.9231141589471208
10,13.444444444444445,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8149358980946214,0.6820471004011578,0.9221137439112725
10,13.666666666666666,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8129199127854846,0.6794128800752299,0.9209964754442306
10,13.88888888888889,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8109335004071623,0.6764327296004427,0.9199450251354045
10,14.11111111111111,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8088018417601754,0.6731320934727298,0.9187654707363384
10,14.333333333333334,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8067807117121835,0.6699099151921103,0.9176333780103298
10,14.555555555555555,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8046745879365161,0.6665364609215553,0.9165578867999563
10,14.777777777777779,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8025410115361413,0.6632592612132586,0.9154661592095569
10,15.0,"RGB{N0f8}(0.0, 0.827, 1.0)",0.8003764763833625,0.6601571294985316,0.9141059216989045
10,15.222222222222221,"RGB{N0f8}(0.0, 0.827, 1.0)",0.79818980548656,0.6568422551811799,0.9130429744477916
10,15.444444444444445,"RGB{N0f8}(0.0, 0.827, 1.0)",0.795947229034447,0.653065565280019,0.9119306745493581
10,15.666666666666666,"RGB{N0f8}(0.0, 0.827, 1.0)",0.7937323608916309,0.6502981175800285,0.9106929912512356
10,15.88888888888889,"RGB{N0f8}(0.0, 0.827, 1.0)",0.7915008901982353,0.6467288366302645,0.9095146354077847
10,16.11111111111111,"RGB{N0f8}(0.0, 0.827, 1.0)",0.7891355914382348,0.6433575589473717,0.9082655176870985
10,16.333333333333332,"RGB{N0f8}(0.0, 0.827, 1.0)",0.7868947674315153,0.6400502925723345,0.9070906348934007
10,16.555555555555557,"RGB{N0f8}(0.0, 0.827, 1.0)",0.7846903656064489,0.6366088195472851,0.9057846376254188
10,16.77777777777778,"RGB{N0f8}(0.0, 0.827, 1.0)",0.7824262911090873,0.6331451378258025,0.9044718878995835
10,17.0,"RGB{N0f8}(0.0, 0.827, 1.0)",0.7802588897635365,0.6296184156574621,0.90330302379229
10,17.22222222222222,"RGB{N0f8}(0.0, 0.827, 1.0)",0.7779245393989258,0.6261705348172467,0.9021023473610641
10,17.444444444444443,"RGB{N0f8}(0.0, 0.827, 1.0)",0.7755174067966178,0.622165385039771,0.9009274784179386
10,17.666666666666668,"RGB{N0f8}(0.0, 0.827, 1.0)",0.7729757250013918,0.6191451715447258,0.8995702245583695
10,17.88888888888889,"RGB{N0f8}(0.0, 0.827, 1.0)",0.7707851081289494,0.6156423053094698,0.8984096237454965
10,18.11111111111111,"RGB{N0f8}(0.0, 0.827, 1.0)",0.76832216345922,0.6121012497502771,0.8970860882506976
10,18.333333333333332,"RGB{N0f8}(0.0, 0.827, 1.0)",0.766036401218425,0.6086072604532078,0.895853946875518
10,18.555555555555557,"RGB{N0f8}(0.0, 0.827, 1.0)",0.7635120530366021,0.6052123270368205,0.8945083449108088
10,18.77777777777778,"RGB{N0f8}(0.0, 0.827, 1.0)",0.7611186504521187,0.6017112043583879,0.8931361577409036
10,19.0,"RGB{N0f8}(0.0, 0.827, 1.0)",0.7586690994173453,0.5983835469359644,0.8917179451132717
10,19.22222222222222,"RGB{N0f8}(0.0, 0.827, 1.0)",0.7562299797837138,0.5951491594548419,0.8905135952897688
10,19.444444444444443,"RGB{N0f8}(0.0, 0.827, 1.0)",0.7537513676701143,0.5917431377249628,0.889304676921101
10,19.666666666666668,"RGB{N0f8}(0.0, 0.827, 1.0)",0.7512651221891806,0.5881730822136116,0.888001294038451
10,19.88888888888889,"RGB{N0f8}(0.0, 0.827, 1.0)",0.7486774137426006,0.5846382480773865,0.8864663225423723
10,20.11111111111111,"RGB{N0f8}(0.0, 0.827, 1.0)",0.746063432660765,0.5806893501532464,0.8849808551860566
10,20.333333333333332,"RGB{N0f8}(0.0, 0.827, 1.0)",0.7434245486649396,0.5767661407733793,0.8836117886626574
10,20.555555555555557,"RGB{N0f8}(0.0, 0.827, 1.0)",0.7408892892911891,0.5731836147021785,0.8823068756929746
10,20.77777777777778,"RGB{N0f8}(0.0, 0.827, 1.0)",0.73835026244526,0.5695306880086359,0.8808271158312515
10,21.0,"RGB{N0f8}(0.0, 0.827, 1.0)",0.7357291765580258,0.5657692475278251,0.8795382307257149
10,21.22222222222222,"RGB{N0f8}(0.0, 0.827, 1.0)",0.7330804799364004,0.5620199623713772,0.8782545668089345
10,21.444444444444443,"RGB{N0f8}(0.0, 0.827, 1.0)",0.730265183334581,0.5582749943673682,0.8767492867213466
10,21.666666666666668,"RGB{N0f8}(0.0, 0.827, 1.0)",0.727600060662049,0.5547575212947423,0.875358884870524
10,21.88888888888889,"RGB{N0f8}(0.0, 0.827, 1.0)",0.7248953320659144,0.5510263529668381,0.8737797854467485
10,22.11111111111111,"RGB{N0f8}(0.0, 0.827, 1.0)",0.7222345675174502,0.547297409661669,0.8722926823458768
10,22.333333333333332,"RGB{N0f8}(0.0, 0.827, 1.0)",0.7197161391525466,0.5438477453704168,0.8708774404361885
10,22.555555555555557,"RGB{N0f8}(0.0, 0.827, 1.0)",0.7169784231226954,0.5405290285792844,0.8691094059873301
10,22.77777777777778,"RGB{N0f8}(0.0, 0.827, 1.0)",0.7143162011008549,0.5367862528086835,0.8676029131396831
10,23.0,"RGB{N0f8}(0.0, 0.827, 1.0)",0.7116296059543408,0.5330124677934063,0.8659594200044745
10,23.22222222222222,"RGB{N0f8}(0.0, 0.827, 1.0)",0.7088954773709891,0.5291862392585961,0.8643340784625924
10,23.444444444444443,"RGB{N0f8}(0.0, 0.827, 1.0)",0.7062129685973075,0.5253616649066257,0.862746516532973
10,23.666666666666668,"RGB{N0f8}(0.0, 0.827, 1.0)",0.7034065405613026,0.5216002997788782,0.8614047390644727
10,23.88888888888889,"RGB{N0f8}(0.0, 0.827, 1.0)",0.7005762187587696,0.5177309172328884,0.8598659154444105
10,24.11111111111111,"RGB{N0f8}(0.0, 0.827, 1.0)",0.6976861766402875,0.5139791082361694,0.858518581677324
10,24.333333333333332,"RGB{N0f8}(0.0, 0.827, 1.0)",0.6948802744647669,0.5099617033030754,0.8568975167732171
10,24.555555555555557,"RGB{N0f8}(0.0, 0.827, 1.0)",0.6919753915500436,0.5061678150052211,0.8552031370950867
10,24.77777777777778,"RGB{N0f8}(0.0, 0.827, 1.0)",0.6890444718998492,0.5022552954192903,0.8536380061974864
10,25.0,"RGB{N0f8}(0.0, 0.827, 1.0)",0.6862566954031061,0.4987566762687967,0.8520032153722038
10,25.22222222222222,"RGB{N0f8}(0.0, 0.827, 1.0)",0.6834119886187742,0.49500270905858634,0.8502475183963848
10,25.444444444444443,"RGB{N0f8}(0.0, 0.827, 1.0)",0.680582091414134,0.49142532605277445,0.8487731604602702
10,25.666666666666668,"RGB{N0f8}(0.0, 0.827, 1.0)",0.6776386291792253,0.48765783053885103,0.8470802202382748
10,25.88888888888889,"RGB{N0f8}(0.0, 0.827, 1.0)",0.6748203665263515,0.4841365810761738,0.8459236015170647
10,26.11111111111111,"RGB{N0f8}(0.0, 0.827, 1.0)",0.6718777783563668,0.4799020510713512,0.8444818900242232
10,26.333333333333332,"RGB{N0f8}(0.0, 0.827, 1.0)",0.6687814549843483,0.47601033621875016,0.8427626912874082
10,26.555555555555557,"RGB{N0f8}(0.0, 0.827, 1.0)",0.6659431068890691,0.4724050786920075,0.8405714298275678
10,26.77777777777778,"RGB{N0f8}(0.0, 0.827, 1.0)",0.662868896574438,0.4684454761065778,0.8385929283765939
10,27.0,"RGB{N0f8}(0.0, 0.827, 1.0)",0.6598754005093342,0.4643833571844358,0.8370250276947314
