run_id,straightness
61,0.981854555672549
62,0.9580619223158923
63,0.9743677813043535
64,0.9649456918243128
65,0.7780772206624965
66,0.7180522544120889
67,0.6649232096157972
68,0.9977765428104448
69,0.8713315393552447
70,0.5412078090496335
71,0.8316892174436755
72,0.9228056670138811
73,0.9006572880645347
74,0.9124123302763915
75,0.4766673268080549
76,0.6096795971185585
77,0.9032632677356318
78,0.5778234629864879
79,0.7607355480249814
80,0.5341304055026349
81,0.8626484336827487
82,0.8566259231821506
83,0.9473928738809049
125,0.9988366728327943
126,0.9289789374392733
127,0.9914018047914375
128,0.7657289427238312
129,0.9552193220548729
130,0.7981281259901399
131,0.8476779630784897
132,0.9548245994098626
133,0.8650035183611894
134,0.9872291176585067
135,0.9874281886319292
136,0.9860797935793122
137,0.8267781527307226
138,0.9886307854851191
139,0.953938326548097
140,0.8655203896297645
141,0.9901108516774371
142,0.736546135522971
143,0.9968395552132183
144,0.8129370723979678
145,0.8455421975655802
146,0.994854545075344
147,0.9981334874567112
148,0.8773397194877596
149,0.9045661948881781
150,0.9995261676923304
151,0.9976338547084739
152,0.932168020456325
153,0.9521101260811508
154,0.9569078866054279
155,0.9972638665285107
156,0.9923622057609629
157,0.9545569602139234
158,0.9886292084836967
159,0.4763079020946033
160,0.8017308960492908
161,0.9777919021309566
162,0.9043736436924309
163,0.8942861790052765
185,0.9848347988312408
186,0.28166469424205776
187,0.9847350078351648
188,0.8653090083067398
189,0.9458386618328574
190,0.3492446067621083
191,0.9824217203585531
192,0.549319288236658
193,0.9146987768101772
194,0.29768138759067747
195,0.8518917985398591
196,0.8759648817151184
197,0.8058274624818412
198,0.47870161644923365
199,0.9763458988016348
200,0.8851154969861291
213,0.9608926221981169
214,0.9997250522548097
215,0.9789557671012985
216,0.9860180741393372
217,0.978008212625128
218,0.8954811767654897
219,0.9775367595911116
220,0.9947217088198356
221,0.9933496646152007
222,0.9982362879055354
223,0.9884557802533942
224,0.9273010225591122
225,0.9729074730653432
226,0.9522837747008758
227,0.6590662710767097
228,0.9220378587268345
229,0.9970041529958663
230,0.9182559845220435
231,0.41351512880256996
232,0.988610717667098
233,0.9815754849829229
234,0.88733251147619
235,0.986030076063458
236,0.9387096059483652
237,0.9888667811758419
238,0.9922776540806844
239,0.9490458984086103
240,0.9674186357018075
241,0.998275620600118
242,0.991959402513214
243,0.9965926922126325
244,0.9835042075760958
245,0.9830999786285536
246,0.8920558269883008
247,0.9497206084668323
248,0.9686155300733719
249,0.927481602163351
250,0.97943064556814
251,0.9909212153310553
253,0.1670602582083691
254,0.9782084318461317
255,0.7371628542283448
256,0.9989474475614875
257,0.9800960735284132
258,0.7049879770440846
259,0.9006548893344491
260,0.9969117796358993
261,0.8263853662490732
262,0.9139613554517206
263,0.8252260342348258
264,0.9914222969701115
265,0.9386539813974337
266,0.9455498876492667
267,0.9640150395184851
268,0.918181339476482
269,0.9914830878499789
270,0.9966781557783666
271,0.9991017055423823
272,0.6901356304624496
273,0.9674480779711558
274,0.8586582408796889
275,0.9977500794422643
276,0.9826059458939098
277,0.9324938884821206
278,0.9388576011061921
279,0.6048342924544718
280,0.8842563748491813
281,0.9583200508833403
282,0.9414190690482384
283,0.9397720087835376
284,0.8525291876782316
285,0.7412184301255252
286,0.8194153737072433
