calibs_file,calibration_id,calibs_start,calibs_stop,extrinsic,checker_size,comment,temporal_step,only_scale,csv_source,row_number,n_corners,calibs_path,north,center,radial_parameters,blur,type,calibs_fullfile,calibs_recording_datetime,center_ij,north_ij,n,reprojection,projection,distance,inverse
20221124_mirror_dance10_spontaneous_Bela-Bela_23.MTS,20221124_mirror_dance10_spontaneous_Bela-Bela_23.MTS,276.0,291.0,277.218,4.1,,2.0,27.428571428571427,/home/yakir/mnt/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/calibs.csv,1,"(4, 6)",,,,0,1,video,/home/yakir/mnt/Data/Elin/Project_AllotheticVsIdiothetic_outdoors/20221124_mirror_dance10_spontaneous_Bela-Bela_23.MTS,2022-11-23T21:18:35.0,,,1.0,1.0,1.0,1.0,1.0
